日期,縣市,農、牧、狩獵售電量(度),農、牧、狩獵抄表戶數,農牧狩獵用電佔比(%),林業及伐木業售電量(度),林業及伐木業抄表戶數,林業及伐木業用電佔比(%),漁業售電量(度),漁業抄表戶數,漁業用電佔比(%),合計售電量(度)
2018年12月,彰化縣,31526771,19549,0.2023,86835,19,0.1579,3612960,2524,0.0442,35226566
2018年12月,南投縣,8898096,3046,0.0571,46534,13,0.0846,55935,18,0.0007,9000565
2018年12月,雲林縣,20339995,7542,0.1305,6432,4,0.0117,9151126,7179,0.1121,29497553
2018年12月,嘉義縣,13551090,11009,0.0869,596,3,0.0011,6280142,6488,0.0769,19831828
2018年12月,屏東縣,29725378,18754,0.1907,21965,17,0.0399,30045971,8743,0.3679,59793314
2018年12月,台東縣,1072149,937,0.0069,0,0,0,860297,172,0.0105,1932446
2018年12月,花蓮縣,1000537,795,0.0064,360,1,0.0007,682969,164,0.0084,1683866
2018年12月,基隆市,4326,8,0,0,0,0,5431,2,0.0001,9757
2018年12月,新竹市,607712,227,0.0039,0,0,0,141315,21,0.0017,749027
2018年12月,嘉義市,605055,476,0.0039,0,0,0,1753,1,0,606808
2018年12月,澎湖縣,92568,904,0.0006,0,0,0,241188,68,0.003,333756
2018年12月,金門縣,160778,1357,0.001,870,2,0.0016,38623,21,0.0005,200271
2018年12月,連江縣,810,4,0,0,0,0,7124,2,0.0001,7934
2018年12月,合計,155852081,84703,1,549843,229,1,81665028,40161,1,238066952
2018年11月,新北市,1719751,693,0.0108,385328,86,0.4808,316996,97,0.0037,2422075
2018年11月,台北市,512964,74,0.0032,3922,3,0.0049,43970,7,0.0005,560856
2018年11月,桃園市,2803648,851,0.0177,10234,4,0.0128,463810,99,0.0055,3277692
2018年11月,台中市,14086456,3687,0.0887,40310,37,0.0503,354179,53,0.0042,14480945
2018年11月,台南市,16098508,3855,0.1014,27207,12,0.0339,15862221,7135,0.1866,31987936
2018年11月,高雄市,8592629,8397,0.0541,182637,45,0.2279,12121326,6024,0.1426,20896592
2018年11月,宜蘭縣,1827747,912,0.0115,18948,5,0.0236,3292744,1188,0.0387,5139439
2018年11月,新竹縣,1275939,434,0.008,50840,3,0.0634,176591,75,0.0021,1503370
2018年11月,苗栗縣,2454908,1062,0.0155,2522,2,0.0031,76021,39,0.0009,2533451
2018年11月,彰化縣,32653812,19487,0.2057,26345,27,0.0329,3774094,2501,0.0444,36454251
2018年11月,南投縣,9029988,2897,0.0569,26263,8,0.0328,67632,20,0.0008,9123883
2018年11月,雲林縣,20524717,7523,0.1293,8210,4,0.0102,9641839,7183,0.1134,30174766
2018年11月,嘉義縣,14338037,11124,0.0903,3013,5,0.0038,7221644,6482,0.0849,21562694
2018年11月,屏東縣,29401393,18786,0.1852,13955,16,0.0174,29633220,8746,0.3486,59048568
2018年11月,台東縣,983692,938,0.0062,0,0,0,725206,169,0.0085,1708898
2018年11月,花蓮縣,918987,792,0.0058,482,2,0.0006,789799,159,0.0093,1709268
2018年11月,基隆市,3198,6,0,0,0,0,4131,3,0,7329
2018年11月,新竹市,666940,229,0.0042,0,0,0,157952,20,0.0019,824892
2018年11月,嘉義市,584276,412,0.0037,0,0,0,2120,2,0,586396
2018年11月,澎湖縣,94662,903,0.0006,0,0,0,233951,69,0.0028,328613
2018年11月,金門縣,166695,1352,0.0011,1214,2,0.0015,50500,21,0.0006,218409
2018年11月,連江縣,375,4,0,0,0,0,7095,2,0.0001,7470
2018年11月,合計,158739322,84418,1,801430,261,1,85017041,40094,1,244557793
2018年10月,新北市,2119096,771,0.0123,182019,64,0.271,363711,105,0.0042,2664826
2018年10月,台北市,545763,59,0.0032,7242,3,0.0108,43333,4,0.0005,596338
2018年10月,桃園市,3698351,868,0.0215,8711,3,0.013,493803,99,0.0057,4200865
2018年10月,台中市,15047677,3884,0.0874,41022,33,0.0611,419981,57,0.0048,15508680
2018年10月,台南市,17547353,3889,0.1019,34300,11,0.0511,16836501,7145,0.1936,34418154
2018年10月,高雄市,8972187,8251,0.0521,156619,49,0.2332,11554610,6019,0.1328,20683416
2018年10月,宜蘭縣,2111498,941,0.0123,14013,2,0.0209,4022109,1191,0.0462,6147620
2018年10月,新竹縣,1330646,356,0.0077,24320,2,0.0362,217935,77,0.0025,1572901
2018年10月,苗栗縣,2469733,1060,0.0143,5835,3,0.0087,89247,37,0.001,2564815
2018年10月,彰化縣,36883098,19531,0.2142,96936,19,0.1443,4116592,2524,0.0473,41096626
2018年10月,南投縣,9779224,3043,0.0568,62830,13,0.0936,78416,18,0.0009,9920470
2018年10月,雲林縣,23345865,7530,0.1356,8758,4,0.013,10308413,7176,0.1185,33663036
2018年10月,嘉義縣,15116784,11004,0.0878,592,3,0.0009,8002404,6486,0.092,23119780
2018年10月,屏東縣,29640930,18754,0.1721,26497,15,0.0395,28322062,8738,0.3256,57989489
2018年10月,台東縣,972293,933,0.0056,0,0,0,712622,170,0.0082,1684915
2018年10月,花蓮縣,923834,794,0.0054,421,1,0.0006,871602,161,0.01,1795857
2018年10月,基隆市,5366,8,0,0,0,0,6186,2,0.0001,11552
2018年10月,新竹市,718391,226,0.0042,0,0,0,182263,21,0.0021,900654
2018年10月,嘉義市,654535,478,0.0038,0,0,0,1803,1,0,656338
2018年10月,澎湖縣,109540,900,0.0006,0,0,0,263777,67,0.003,373317
2018年10月,金門縣,199319,1350,0.0012,1451,2,0.0022,68279,21,0.0008,269049
2018年10月,連江縣,590,4,0,0,0,0,8957,2,0.0001,9547
2018年10月,合計,172192073,84634,1,671566,227,1,86984606,40121,1,259848245
2018年09月,新北市,2084008,695,0.0116,460724,86,0.4778,414208,97,0.0045,2958940
2018年09月,台北市,627766,73,0.0035,4625,3,0.0048,49134,7,0.0005,681525
2018年09月,桃園市,3655650,851,0.0204,15159,5,0.0157,555539,99,0.006,4226348
2018年09月,台中市,15855885,3687,0.0883,46532,37,0.0483,390514,53,0.0042,16292931
2018年09月,台南市,17938748,3846,0.0999,55135,12,0.0572,18473133,7125,0.1999,36467016
2018年09月,高雄市,9038144,8401,0.0504,221171,45,0.2294,12178884,6020,0.1318,21438199
2018年09月,宜蘭縣,2551329,910,0.0142,23261,5,0.0241,4749763,1186,0.0514,7324353
2018年09月,新竹縣,1820784,430,0.0101,53680,3,0.0557,216827,75,0.0023,2091291
2018年09月,苗栗縣,2719924,1063,0.0152,1681,2,0.0017,104746,39,0.0011,2826351
2018年09月,彰化縣,40388227,19473,0.225,30752,27,0.0319,4209049,2502,0.0455,44628028
2018年09月,南投縣,9062532,2893,0.0505,10914,8,0.0113,82000,20,0.0009,9155446
2018年09月,雲林縣,24865751,7509,0.1385,12731,4,0.0132,11828503,7183,0.128,36706985
2018年09月,嘉義縣,15169335,11114,0.0845,3675,5,0.0038,8933842,6479,0.0967,24106852
2018年09月,屏東縣,29623612,18787,0.165,22000,15,0.0228,27965615,8739,0.3026,57611227
2018年09月,台東縣,1185853,937,0.0066,0,0,0,757362,166,0.0082,1943215
2018年09月,花蓮縣,1154206,790,0.0064,569,2,0.0006,913815,157,0.0099,2068590
2018年09月,基隆市,4844,6,0,0,0,0,4429,3,0,9273
2018年09月,新竹市,798965,229,0.0045,0,0,0,201961,20,0.0022,1000926
2018年09月,嘉義市,623072,412,0.0035,0,0,0,2259,2,0,625331
2018年09月,澎湖縣,114813,899,0.0006,0,0,0,298936,68,0.0032,413749
2018年09月,金門縣,217615,1347,0.0012,1649,2,0.0017,86485,21,0.0009,305749
2018年09月,連江縣,410,4,0,0,0,0,11375,2,0.0001,11785
2018年09月,合計,179501473,84356,1,964258,261,1,92428379,40063,1,272894110
2018年08月,新北市,2330240,769,0.0121,160659,64,0.2308,403549,105,0.0043,2894448
2018年08月,台北市,674424,58,0.0035,7902,3,0.0114,47857,4,0.0005,730183
2018年08月,桃園市,4600455,865,0.024,8398,3,0.0121,540069,99,0.0057,5148922
2018年08月,台中市,15947567,3883,0.0831,44859,33,0.0644,480531,57,0.0051,16472957
2018年08月,台南市,19233597,3888,0.1003,44838,11,0.0644,18176103,7137,0.1928,37454538
2018年08月,高雄市,9184772,8254,0.0479,198853,48,0.2856,11857798,6014,0.1258,21241423
2018年08月,宜蘭縣,2671759,941,0.0139,18886,2,0.0271,4564880,1188,0.0484,7255525
2018年08月,新竹縣,1674404,353,0.0087,27160,2,0.039,233447,76,0.0025,1935011
2018年08月,苗栗縣,3094275,1061,0.0161,5833,3,0.0084,117635,38,0.0012,3217743
2018年08月,彰化縣,43078799,19531,0.2246,100892,19,0.1449,4666033,2524,0.0495,47845724
2018年08月,南投縣,9613719,3041,0.0501,41177,13,0.0591,84540,18,0.0009,9739436
2018年08月,雲林縣,27202757,7525,0.1418,9348,4,0.0134,12008993,7176,0.1274,39221098
2018年08月,嘉義縣,16503483,10991,0.086,518,3,0.0007,8939946,6482,0.0948,25443947
2018年08月,屏東縣,31405231,18748,0.1637,24651,14,0.0354,29839678,8734,0.3164,61269560
2018年08月,台東縣,1223544,930,0.0064,0,0,0,781202,168,0.0083,2004746
2018年08月,花蓮縣,1381399,792,0.0072,507,1,0.0007,919203,161,0.0097,2301109
2018年08月,基隆市,8641,8,0,0,0,0,5118,2,0.0001,13759
2018年08月,新竹市,862652,224,0.0045,0,0,0,206262,21,0.0022,1068914
2018年08月,嘉義市,743537,478,0.0039,0,0,0,1865,1,0,745402
2018年08月,澎湖縣,126631,898,0.0007,0,0,0,328031,67,0.0035,454662
2018年08月,金門縣,242831,1345,0.0013,1701,2,0.0024,84322,21,0.0009,328854
2018年08月,連江縣,718,4,0,0,0,0,8241,2,0.0001,8959
2018年08月,合計,191805435,84587,1,696182,225,1,94295303,40095,1,286796920
2018年07月,新北市,1986196,692,0.0107,426368,86,0.4715,385105,98,0.0043,2797669
2018年07月,台北市,665069,73,0.0036,5007,3,0.0055,48737,7,0.0005,718813
2018年07月,桃園市,3779966,854,0.0203,12788,5,0.0141,544302,99,0.0061,4337056
2018年07月,台中市,15365244,3683,0.0824,42073,37,0.0465,433124,53,0.0049,15840441
2018年07月,台南市,18425924,3839,0.0988,52032,12,0.0575,16560626,7115,0.1863,35038582
2018年07月,高雄市,9534639,8401,0.0511,218940,45,0.2421,11137837,5997,0.1253,20891416
2018年07月,宜蘭縣,2806944,909,0.0151,23816,5,0.0263,4327610,1180,0.0487,7158370
2018年07月,新竹縣,1809915,427,0.0097,46080,3,0.051,212843,74,0.0024,2068838
2018年07月,苗栗縣,3275356,1060,0.0176,1642,2,0.0018,118969,39,0.0013,3395967
2018年07月,彰化縣,40174345,19466,0.2155,29819,27,0.033,4239852,2501,0.0477,44444016
2018年07月,南投縣,8989307,2891,0.0482,14011,8,0.0155,90278,20,0.001,9093596
2018年07月,雲林縣,26617320,7501,0.1428,11683,4,0.0129,11488783,7178,0.1293,38117786
2018年07月,嘉義縣,16733204,11102,0.0898,3049,5,0.0034,8138627,6475,0.0916,24874880
2018年07月,屏東縣,31745932,18784,0.1703,15033,15,0.0166,28906319,8738,0.3253,60667284
2018年07月,台東縣,1339389,933,0.0072,0,0,0,872154,166,0.0098,2211543
2018年07月,花蓮縣,1316135,789,0.0071,401,2,0.0004,799619,157,0.009,2116155
2018年07月,基隆市,5864,6,0,0,0,0,3103,3,0,8967
2018年07月,新竹市,802308,227,0.0043,0,0,0,175532,20,0.002,977840
2018年07月,嘉義市,718701,412,0.0039,0,0,0,2234,2,0,720935
2018年07月,澎湖縣,112663,899,0.0006,0,0,0,302668,68,0.0034,415331
2018年07月,金門縣,207115,1338,0.0011,1598,2,0.0018,78914,21,0.0009,287627
2018年07月,連江縣,488,4,0,0,0,0,6480,1,0.0001,6968
2018年07月,合計,186412024,84290,1,904340,261,1,88873716,40012,1,276190080
2018年06月,新北市,2041031,768,0.0109,121819,64,0.2002,369589,104,0.0042,2532439
2018年06月,台北市,635536,58,0.0034,5392,3,0.0089,45843,4,0.0005,686771
2018年06月,桃園市,3699014,865,0.0197,6560,3,0.0108,496558,99,0.0056,4202132
2018年06月,台中市,15025631,3880,0.0801,41797,33,0.0687,462385,57,0.0053,15529813
2018年06月,台南市,17913918,3875,0.0955,25073,11,0.0412,15107090,7123,0.1716,33046081
2018年06月,高雄市,9497407,8254,0.0506,192432,48,0.3162,11028028,5992,0.1252,20717867
2018年06月,宜蘭縣,2547209,936,0.0136,16609,2,0.0273,4052272,1183,0.046,6616090
2018年06月,新竹縣,1415946,353,0.0075,24440,2,0.0402,204034,76,0.0023,1644420
2018年06月,苗栗縣,2915367,1059,0.0155,6092,3,0.01,114674,37,0.0013,3036133
2018年06月,彰化縣,38840686,19520,0.2071,90704,19,0.149,4382977,2524,0.0498,43314367
2018年06月,南投縣,10347667,3030,0.0552,43469,13,0.0714,75115,18,0.0009,10466251
2018年06月,雲林縣,25996665,7520,0.1386,8231,4,0.0135,11962435,7173,0.1359,37967331
2018年06月,嘉義縣,18743339,10978,0.0999,735,3,0.0012,7610861,6478,0.0864,26354935
2018年06月,屏東縣,33656520,18747,0.1794,23510,14,0.0386,29974147,8730,0.3404,63654177
2018年06月,台東縣,1236237,929,0.0066,0,0,0,813007,166,0.0092,2049244
2018年06月,花蓮縣,1153182,789,0.0061,234,1,0.0004,825200,160,0.0094,1978616
2018年06月,基隆市,11479,8,0.0001,0,0,0,5404,2,0.0001,16883
2018年06月,新竹市,774904,223,0.0041,0,0,0,176382,21,0.002,951286
2018年06月,嘉義市,815397,477,0.0043,0,0,0,1846,1,0,817243
2018年06月,澎湖縣,117302,896,0.0006,0,0,0,267481,67,0.003,384783
2018年06月,金門縣,192457,1331,0.001,1471,2,0.0024,68011,21,0.0008,261939
2018年06月,連江縣,683,4,0,0,0,0,5240,1,0.0001,5923
2018年06月,合計,187577577,84500,1,608568,225,1,88048579,40037,1,276234724
2018年05月,新北市,1694934,689,0.0101,341339,86,0.4613,316617,98,0.0039,2352890
2018年05月,台北市,633347,74,0.0038,4261,3,0.0058,45496,7,0.0006,683104
2018年05月,桃園市,2891427,853,0.0172,8428,5,0.0114,494133,99,0.0061,3393988
2018年05月,台中市,13990266,3671,0.083,45247,36,0.0612,423047,53,0.0052,14458560
2018年05月,台南市,16187464,3821,0.0961,22938,12,0.031,12887962,7099,0.1598,29098364
2018年05月,高雄市,9778634,8392,0.058,171181,45,0.2314,10812737,5985,0.1341,20762552
2018年05月,宜蘭縣,2155078,904,0.0128,20633,5,0.0279,3535719,1179,0.0439,5711430
2018年05月,新竹縣,1352634,420,0.008,46880,3,0.0634,161154,74,0.002,1560668
2018年05月,苗栗縣,2298926,1057,0.0136,1842,2,0.0025,103390,39,0.0013,2404158
2018年05月,彰化縣,33558129,19445,0.1992,24267,27,0.0328,3840084,2500,0.0476,37422480
2018年05月,南投縣,8808045,2877,0.0523,22252,8,0.0301,66385,20,0.0008,8896682
2018年05月,雲林縣,22938940,7488,0.1362,6862,4,0.0093,10797935,7175,0.1339,33743737
2018年05月,嘉義縣,16319198,11091,0.0969,2737,5,0.0037,6260128,6469,0.0776,22582063
2018年05月,屏東縣,32215723,18766,0.1912,19108,15,0.0258,28997985,8732,0.3597,61232816
2018年05月,台東縣,1067962,933,0.0063,0,0,0,754364,164,0.0094,1822326
2018年05月,花蓮縣,956631,787,0.0057,275,2,0.0004,677171,156,0.0084,1634077
2018年05月,基隆市,7878,6,0,0,0,0,3445,3,0,11323
2018年05月,新竹市,678347,226,0.004,0,0,0,160182,20,0.002,838529
2018年05月,嘉義市,654294,409,0.0039,0,0,0,1136,2,0,655430
2018年05月,澎湖縣,101706,895,0.0006,0,0,0,222800,68,0.0028,324506
2018年05月,金門縣,175407,1325,0.001,1658,2,0.0022,61459,21,0.0008,238524
2018年05月,連江縣,389,4,0,0,0,0,3176,1,0,3565
2018年05月,合計,168465359,84133,1,739908,260,1,80626505,39964,1,249831772
2018年04月,新北市,1710545,759,0.0111,104355,62,0.2289,275194,104,0.0036,2090094
2018年04月,台北市,502213,56,0.0033,4088,3,0.009,44038,4,0.0006,550339
2018年04月,桃園市,2934550,856,0.0191,8488,3,0.0186,456195,99,0.006,3399233
2018年04月,台中市,12614343,3855,0.0821,49322,32,0.1082,368010,57,0.0048,13031675
2018年04月,台南市,15213718,3857,0.099,10087,11,0.0221,11627601,7099,0.1528,26851406
2018年04月,高雄市,8859130,8231,0.0577,110878,45,0.2432,10958952,5981,0.144,19928960
2018年04月,宜蘭縣,1964789,929,0.0128,11954,2,0.0262,2909810,1179,0.0382,4886553
2018年04月,新竹縣,1055138,350,0.0069,22280,2,0.0489,186118,75,0.0024,1263536
2018年04月,苗栗縣,2146556,1056,0.014,5611,3,0.0123,86410,37,0.0011,2238577
2018年04月,彰化縣,29630153,19500,0.1929,54813,19,0.1202,3518314,2523,0.0462,33203280
2018年04月,南投縣,8214677,3015,0.0535,45175,13,0.0991,67112,18,0.0009,8326964
2018年04月,雲林縣,21162900,7506,0.1377,10081,4,0.0221,9241905,7166,0.1215,30414886
2018年04月,嘉義縣,14048341,10968,0.0914,1043,3,0.0023,5068932,6471,0.0666,19118316
2018年04月,屏東縣,30052495,18729,0.1956,16338,14,0.0358,29491043,8728,0.3876,59559876
2018年04月,台東縣,1045825,929,0.0068,0,0,0,695676,166,0.0091,1741501
2018年04月,花蓮縣,923352,789,0.006,94,1,0.0002,658044,160,0.0086,1581490
2018年04月,基隆市,9900,8,0.0001,0,0,0,5985,2,0.0001,15885
2018年04月,新竹市,655530,222,0.0043,0,0,0,164608,21,0.0022,820138
2018年04月,嘉義市,628310,476,0.0041,0,0,0,944,1,0,629254
2018年04月,澎湖縣,92741,893,0.0006,0,0,0,218127,67,0.0029,310868
2018年04月,金門縣,172419,1324,0.0011,1234,2,0.0027,45664,21,0.0006,219317
2018年04月,連江縣,725,4,0,0,0,0,3159,1,0,3884
2018年04月,合計,153638350,84312,1,455841,219,1,76091841,39980,1,230186032
2018年03月,新北市,1462240,684,0.01,340637,83,0.5088,290535,98,0.0039,2093412
2018年03月,台北市,495909,74,0.0034,4052,3,0.0061,33901,6,0.0005,533862
2018年03月,桃園市,2464995,847,0.0169,7667,5,0.0115,445068,99,0.006,2917730
2018年03月,台中市,11883071,3642,0.0816,47008,33,0.0702,335037,51,0.0045,12265116
2018年03月,台南市,14825472,3803,0.1017,16926,12,0.0253,10697062,7080,0.1441,25539460
2018年03月,高雄市,8597139,8369,0.059,115900,43,0.1731,9724710,5979,0.131,18437749
2018年03月,宜蘭縣,1780624,896,0.0122,15851,5,0.0237,2773238,1176,0.0374,4569713
2018年03月,新竹縣,1157721,416,0.0079,49360,3,0.0737,156239,73,0.0021,1363320
2018年03月,苗栗縣,1881986,1057,0.0129,2280,2,0.0034,97574,39,0.0013,1981840
2018年03月,彰化縣,27171836,19422,0.1865,23615,26,0.0353,3593165,2500,0.0484,30788616
2018年03月,南投縣,7151745,2866,0.0491,19615,7,0.0293,67389,20,0.0009,7238749
2018年03月,雲林縣,19907711,7473,0.1366,9792,4,0.0146,9582349,7163,0.1291,29499852
2018年03月,嘉義縣,13968605,11078,0.0959,3755,5,0.0056,4345367,6465,0.0585,18317727
2018年03月,屏東縣,29650963,18748,0.2035,11453,15,0.0171,30263943,8729,0.4077,59926359
2018年03月,台東縣,1021515,930,0.007,0,0,0,714179,163,0.0096,1735694
2018年03月,花蓮縣,878729,787,0.006,230,2,0.0003,671954,156,0.0091,1550913
2018年03月,基隆市,7459,6,0.0001,0,0,0,4376,3,0.0001,11835
2018年03月,新竹市,622464,226,0.0043,0,0,0,143630,20,0.0019,766094
2018年03月,嘉義市,522470,408,0.0036,0,0,0,997,2,0,523467
2018年03月,澎湖縣,86232,893,0.0006,0,0,0,235559,68,0.0032,321791
2018年03月,金門縣,169225,1317,0.0012,1346,2,0.002,46990,21,0.0006,217561
2018年03月,連江縣,439,4,0,0,0,0,1672,1,0,2111
2018年03月,合計,145708550,83946,1,669487,250,1,74224934,39912,1,220602971
2018年02月,新北市,1660125,758,0.013,95425,62,0.232,265855,104,0.004,2021405
2018年02月,台北市,410904,56,0.0032,3966,3,0.0096,41410,4,0.0006,456280
2018年02月,桃園市,2479448,853,0.0194,5214,2,0.0127,390691,99,0.0059,2875353
2018年02月,台中市,10617051,3833,0.083,47287,32,0.115,307711,56,0.0046,10972049
2018年02月,台南市,13168824,3841,0.1029,10153,11,0.0247,9919529,7095,0.1491,23098506
2018年02月,高雄市,7823318,8217,0.0611,94547,43,0.2298,9011166,5973,0.1355,16929031
2018年02月,宜蘭縣,1464122,925,0.0114,10679,2,0.026,2283427,1178,0.0343,3758228
2018年02月,新竹縣,902647,331,0.0071,20440,2,0.0497,160538,75,0.0024,1083625
2018年02月,苗栗縣,1724719,1055,0.0135,6426,3,0.0156,84705,37,0.0013,1815850
2018年02月,彰化縣,24792583,19479,0.1937,58555,19,0.1423,3081632,2523,0.0463,27932770
2018年02月,南投縣,6184119,3008,0.0483,37994,12,0.0924,58229,18,0.0009,6280342
2018年02月,雲林縣,16581748,7489,0.1296,8634,4,0.021,8112382,7161,0.122,24702764
2018年02月,嘉義縣,11591861,10955,0.0906,1467,3,0.0036,3887095,6467,0.0584,15480423
2018年02月,屏東縣,25820764,18715,0.2017,8914,13,0.0217,27243807,8726,0.4096,53073485
2018年02月,台東縣,806548,925,0.0063,0,0,0,695235,165,0.0105,1501783
2018年02月,花蓮縣,688952,788,0.0054,233,1,0.0006,602708,160,0.0091,1291893
2018年02月,基隆市,8264,8,0.0001,0,0,0,5414,2,0.0001,13678
2018年02月,新竹市,506230,222,0.004,0,0,0,126391,21,0.0019,632621
2018年02月,嘉義市,534876,474,0.0042,0,0,0,862,1,0,535738
2018年02月,澎湖縣,75681,890,0.0006,0,0,0,196650,67,0.003,272331
2018年02月,金門縣,141314,1316,0.0011,1434,2,0.0035,36129,21,0.0005,178877
2018年02月,連江縣,659,4,0,0,0,0,1148,1,0,1807
2018年02月,合計,127984757,84142,1,411368,214,1,66512714,39954,1,194908839
2018年01月,新北市,1571230,682,0.0114,391690,83,0.5355,295931,98,0.004,2258851
2018年01月,台北市,506048,74,0.0037,3943,3,0.0054,37239,6,0.0005,547230
2018年01月,桃園市,2462919,844,0.0179,7826,5,0.0107,438927,99,0.0059,2909672
2018年01月,台中市,12058990,3627,0.0877,45173,33,0.0618,332820,51,0.0045,12436983
2018年01月,台南市,13933955,3794,0.1013,16852,11,0.023,11947769,7074,0.1619,25898576
2018年01月,高雄市,8579851,8349,0.0624,121315,43,0.1659,10188082,5973,0.138,18889248
2018年01月,宜蘭縣,1560414,893,0.0113,14557,5,0.0199,2572840,1174,0.0349,4147811
2018年01月,新竹縣,1179227,410,0.0086,47000,3,0.0643,159739,73,0.0022,1385966
2018年01月,苗栗縣,1897645,1057,0.0138,1801,2,0.0025,99682,39,0.0014,1999128
2018年01月,彰化縣,26667488,19400,0.1939,22249,24,0.0304,3295148,2500,0.0446,29984885
2018年01月,南投縣,7005527,2863,0.0509,19834,7,0.0271,64193,20,0.0009,7089554
2018年01月,雲林縣,17324610,7456,0.126,11590,4,0.0158,8009153,7160,0.1085,25345353
2018年01月,嘉義縣,11765907,11068,0.0856,2920,5,0.004,4614465,6461,0.0625,16383292
2018年01月,屏東縣,27886188,18719,0.2028,23018,15,0.0315,30043441,8727,0.407,57952647
2018年01月,台東縣,952395,926,0.0069,0,0,0,723236,163,0.0098,1675631
2018年01月,花蓮縣,849531,785,0.0062,295,2,0.0004,619037,155,0.0084,1468863
2018年01月,基隆市,7469,6,0.0001,0,0,0,3827,3,0.0001,11296
2018年01月,新竹市,566728,224,0.0041,0,0,0,123124,20,0.0017,689852
2018年01月,嘉義市,478919,407,0.0035,0,0,0,958,2,0,479877
2018年01月,澎湖縣,80921,890,0.0006,0,0,0,207305,68,0.0028,288226
2018年01月,金門縣,163215,1314,0.0012,1409,2,0.0019,34214,21,0.0005,198838
2018年01月,連江縣,443,4,0,0,0,0,1457,1,0,1900
2018年01月,合計,137499620,83792,1,731472,247,1,73812587,39888,1,212043679
2017年12月,新北市,1317524,411,0.0085,60184,3,0.1492,287674,94,0.0035,1665382
2017年12月,台北市,1374061,34,0.0089,1440,1,0.0036,41152,4,0.0005,1416653
2017年12月,桃園市,1982469,411,0.0128,2640,1,0.0065,474385,96,0.0057,2459494
2017年12月,台中市,12379247,2276,0.0798,4608,5,0.0114,336919,46,0.004,12720774
2017年12月,台南市,16878857,2892,0.1088,16504,10,0.0409,15115507,7194,0.1813,32010868
2017年12月,高雄市,8893180,7155,0.0573,119234,15,0.2955,11378372,5991,0.1365,20390786
2017年12月,宜蘭縣,1860331,903,0.012,14020,2,0.0348,2969873,1178,0.0356,4844224
2017年12月,新竹縣,1206334,247,0.0078,35120,4,0.087,198960,72,0.0024,1440414
2017年12月,苗栗縣,2103156,1028,0.0136,799,3,0.002,63585,36,0.0008,2167540
2017年12月,彰化縣,30032748,18372,0.1936,3024,4,0.0075,3448111,2533,0.0414,33483883
2017年12月,南投縣,9152611,2768,0.059,4638,3,0.0115,63996,22,0.0008,9221245
2017年12月,雲林縣,20159040,7471,0.13,98568,8,0.2443,9597779,7229,0.1151,29855387
2017年12月,嘉義縣,13058158,10711,0.0842,0,1,0,5943804,6478,0.0713,19001962
2017年12月,屏東縣,29853944,18111,0.1925,25720,7,0.0637,31400571,8829,0.3766,61280235
2017年12月,台東縣,1773793,970,0.0114,4966,2,0.0123,724933,171,0.0087,2503692
2017年12月,花蓮縣,1731552,815,0.0112,344,1,0.0009,917286,164,0.011,2649182
2017年12月,基隆市,7554,5,0,0,0,0,582,1,0,8136
2017年12月,新竹市,483086,146,0.0031,0,0,0,133445,19,0.0016,616531
2017年12月,嘉義市,485734,346,0.0031,7160,1,0.0177,1035,1,0,493929
2017年12月,澎湖縣,161853,904,0.001,0,0,0,219225,68,0.0026,381078
2017年12月,金門縣,196545,1328,0.0013,4482,3,0.0111,39317,21,0.0005,240344
2017年12月,連江縣,2050,5,0,0,0,0,12249,4,0.0001,14299
2017年12月,合計,155093827,77309,1,403451,74,1,83368760,40251,1,238866038
2017年11月,新北市,1379773,410,0.0082,60714,3,0.1433,287800,94,0.0032,1728287
2017年11月,台北市,1503038,34,0.0089,1680,1,0.004,36616,4,0.0004,1541334
2017年11月,桃園市,1915418,409,0.0114,2720,1,0.0064,531149,96,0.0058,2449287
2017年11月,台中市,13663437,2275,0.0811,2081,5,0.0049,323684,46,0.0036,13989202
2017年11月,台南市,18608262,2884,0.1105,14806,10,0.0349,17533904,7191,0.1929,36156972
2017年11月,高雄市,9123565,7166,0.0542,119599,14,0.2823,11980295,5995,0.1318,21223459
2017年11月,宜蘭縣,2123210,903,0.0126,15718,2,0.0371,3632549,1178,0.04,5771477
2017年11月,新竹縣,1344513,248,0.008,32680,4,0.0771,250634,72,0.0028,1627827
2017年11月,苗栗縣,2379708,1028,0.0141,702,3,0.0017,69923,36,0.0008,2450333
2017年11月,彰化縣,33972029,18373,0.2017,2598,4,0.0061,3843510,2533,0.0423,37818137
2017年11月,南投縣,9920494,2770,0.0589,6970,3,0.0165,64433,22,0.0007,9991897
2017年11月,雲林縣,22392525,7474,0.1329,108661,8,0.2565,11492125,7230,0.1264,33993311
2017年11月,嘉義縣,14354843,10710,0.0852,0,1,0,6952166,6473,0.0765,21307009
2017年11月,屏東縣,30914599,18114,0.1835,30477,6,0.0719,31696887,8826,0.3487,62641963
2017年11月,台東縣,1835131,970,0.0109,6892,2,0.0163,666026,172,0.0073,2508049
2017年11月,花蓮縣,1508320,815,0.009,766,1,0.0018,1083182,164,0.0119,2592268
2017年11月,基隆市,7904,5,0,0,0,0,396,1,0,8300
2017年11月,新竹市,553552,145,0.0033,0,0,0,146634,19,0.0016,700186
2017年11月,嘉義市,509852,346,0.003,11800,1,0.0278,1229,1,0,522881
