日期,縣市,801 KW以上售電量(度),801 KW以上抄表戶數,801 KW以上用電佔比(%),小於等於800 KW售電量(度),小於等於800 KW抄表戶數,小於等於800 KW用電佔比(%),表燈營業用電售電量(度),表燈營業用電抄表戶數,表燈營業用電用電佔比(%),合計
2021年08月,宜蘭縣,120002868,61,0.0128,32381804,1234,0.0167,1733771,1132,0.0071,154118443
2021年08月,新竹縣,615384527,224,0.0657,67930932,1858,0.035,3787734,1241,0.0155,687103193
2021年08月,苗栗縣,454699458,141,0.0486,49713041,1369,0.0256,3237803,1027,0.0133,507650302
2021年08月,彰化縣,328785320,304,0.0351,208380326,15816,0.1074,17678470,7002,0.0725,554844116
2021年08月,南投縣,80336965,91,0.0086,32353644,1234,0.0167,2399716,1054,0.0098,115090325
2021年08月,雲林縣,226475485,92,0.0242,48665698,2469,0.0251,2410608,1109,0.0099,277551791
2021年08月,嘉義縣,59595372,73,0.0064,56716448,2102,0.0292,2676384,1100,0.011,118988204
2021年08月,屏東縣,72589243,120,0.0078,41153978,1754,0.0212,2536338,1115,0.0104,116279559
2021年08月,台東縣,8036200,2,0.0009,2478091,343,0.0013,335162,349,0.0014,10849453
2021年08月,花蓮縣,72652764,16,0.0078,10597588,600,0.0055,620498,440,0.0025,83870850
2021年08月,基隆市,9506638,15,0.001,10509828,382,0.0054,1033788,454,0.0042,21050254
2021年08月,新竹市,726622002,127,0.0776,36393363,1641,0.0188,2861486,882,0.0117,765876851
2021年08月,嘉義市,3547280,5,0.0004,5084418,562,0.0026,1189638,636,0.0049,9821336
2021年08月,澎湖縣,1442800,1,0.0002,2982730,263,0.0015,134528,217,0.0006,4560058
2021年08月,金門縣,2382368,3,0.0003,1774308,282,0.0009,170031,178,0.0007,4326707
2021年08月,連江縣,0,0,0,749989,66,0.0004,45371,24,0.0002,795360
2021年08月,合計,9362271304,3566,1,1940474884,86913,1,243922443,68905,1,11546668631
2021年07月,新北市,271691105,200,0.0288,263713055,15007,0.1353,61569688,15509,0.2349,596973848
2021年07月,台北市,22427740,26,0.0024,22179508,1803,0.0114,17960562,6123,0.0685,62567810
2021年07月,桃園市,1470977792,715,0.1561,315790785,7854,0.162,28883115,5900,0.1102,1815651692
2021年07月,台中市,1566562690,392,0.1662,308873436,12438,0.1584,76255695,17046,0.2909,1951691821
2021年07月,台南市,1817610768,419,0.1928,241790170,11302,0.124,12856166,4855,0.0491,2072257104
2021年07月,高雄市,1445645168,534,0.1534,192078519,6483,0.0985,21684694,7028,0.0827,1659408381
2021年07月,宜蘭縣,122196868,61,0.013,32198819,1230,0.0165,1048218,797,0.004,155443905
2021年07月,新竹縣,619548729,223,0.0657,69318719,1864,0.0356,4053942,1281,0.0155,692921390
2021年07月,苗栗縣,443232431,141,0.047,50130535,1367,0.0257,4501730,1385,0.0172,497864696
2021年07月,彰化縣,364372616,302,0.0387,209850244,15807,0.1076,18598337,7063,0.071,592821197
2021年07月,南投縣,81287427,90,0.0086,33663215,1230,0.0173,1717407,772,0.0066,116668049
2021年07月,雲林縣,227172628,91,0.0241,50977583,2464,0.0261,2288757,1126,0.0087,280438968
2021年07月,嘉義縣,60948377,74,0.0065,45617434,2100,0.0234,2457523,1183,0.0094,109023334
2021年07月,屏東縣,76331626,120,0.0081,41553686,1753,0.0213,3043785,1149,0.0116,120929097
2021年07月,台東縣,8435400,2,0.0009,2419636,344,0.0012,312190,296,0.0012,11167226
2021年07月,花蓮縣,80635633,16,0.0086,10644953,599,0.0055,659626,408,0.0025,91940212
2021年07月,基隆市,9030027,15,0.001,10627472,381,0.0055,687177,402,0.0026,20344676
2021年07月,新竹市,730484479,127,0.0775,37084129,1643,0.019,2152000,877,0.0082,769720608
2021年07月,嘉義市,3371480,5,0.0004,5500209,566,0.0028,1009819,640,0.0039,9881508
2021年07月,澎湖縣,1694400,1,0.0002,3072081,264,0.0016,166078,223,0.0006,4932559
2021年07月,金門縣,2323572,3,0.0002,1751022,281,0.0009,173366,194,0.0007,4247960
2021年07月,連江縣,0,0,0,741509,66,0.0004,19601,17,0.0001,761110
2021年07月,合計,9425980956,3557,1,1949576719,86846,1,262099476,74274,1,11637657151
2021年06月,新北市,258965514,198,0.0287,249601422,14911,0.1339,50312386,14352,0.2277,558879322
2021年06月,台北市,20377840,26,0.0023,19309575,1796,0.0104,8213219,4067,0.0372,47900634
2021年06月,桃園市,1390969096,715,0.1543,299246286,7850,0.1606,23416978,5432,0.106,1713632360
2021年06月,台中市,1509382017,391,0.1674,295581719,12414,0.1586,63598728,14824,0.2879,1868562464
2021年06月,台南市,1721111998,416,0.1909,234843414,11306,0.126,13386402,5391,0.0606,1969341814
2021年06月,高雄市,1401615316,528,0.1555,187292669,6477,0.1005,23104092,7033,0.1046,1612012077
2021年06月,宜蘭縣,111789680,61,0.0124,29281055,1231,0.0157,1426146,1128,0.0065,142496881
2021年06月,新竹縣,584722526,223,0.0649,64718715,1865,0.0347,3210190,1246,0.0145,652651431
2021年06月,苗栗縣,433873116,141,0.0481,48964914,1362,0.0263,2929067,1035,0.0133,485767097
2021年06月,彰化縣,364547712,298,0.0404,201124007,15814,0.1079,16179458,7007,0.0732,581851177
2021年06月,南投縣,76124488,89,0.0084,32353780,1223,0.0174,2284892,1058,0.0103,110763160
2021年06月,雲林縣,213562412,90,0.0237,49691025,2462,0.0267,2189552,1104,0.0099,265442989
2021年06月,嘉義縣,57438615,73,0.0064,44001093,2096,0.0236,2638917,1097,0.0119,104078625
2021年06月,屏東縣,68994914,119,0.0077,39977477,1751,0.0214,2555247,1113,0.0116,111527638
2021年06月,台東縣,8041800,2,0.0009,2360316,344,0.0013,280445,343,0.0013,10682561
2021年06月,花蓮縣,78853208,16,0.0087,10005853,594,0.0054,530898,442,0.0024,89389959
2021年06月,基隆市,9177355,15,0.001,9927021,383,0.0053,821070,452,0.0037,19925446
2021年06月,新竹市,699946759,127,0.0776,35256385,1639,0.0189,2427675,902,0.011,737630819
2021年06月,嘉義市,2994016,5,0.0003,5036011,564,0.0027,1134641,646,0.0051,9164668
2021年06月,澎湖縣,1606000,1,0.0002,2929411,263,0.0016,115194,216,0.0005,4650605
2021年06月,金門縣,2119584,3,0.0002,1627285,282,0.0009,131252,179,0.0006,3878121
2021年06月,連江縣,0,0,0,685407,65,0.0004,38377,22,0.0002,723784
2021年06月,合計,9016213966,3537,1,1863814840,86692,1,220924826,69089,1,11100953632
2021年05月,新北市,262258627,198,0.0284,241700592,14875,0.1296,51377600,15607,0.2246,555336819
2021年05月,台北市,21581280,26,0.0023,19092067,1798,0.0102,14696023,6155,0.0642,55369370
2021年05月,桃園市,1444298514,714,0.1562,294902417,7825,0.1582,25212978,5919,0.1102,1764413909
2021年05月,台中市,1545806459,389,0.1672,291124637,12390,0.1561,68593606,17075,0.2999,1905524702
2021年05月,台南市,1729706067,411,0.1871,234604470,11300,0.1258,11009940,4868,0.0481,1975320477
2021年05月,高雄市,1444053574,529,0.1562,204057604,6474,0.1094,19886037,7018,0.0869,1667997215
2021年05月,宜蘭縣,108806368,60,0.0118,29871396,1230,0.016,857123,785,0.0037,139534887
2021年05月,新竹縣,601189698,223,0.065,62750762,1851,0.0337,3408341,1271,0.0149,667348801
2021年05月,苗栗縣,461695750,140,0.0499,51529377,1364,0.0276,3929771,1391,0.0172,517154898
2021年05月,彰化縣,375872661,297,0.0407,198985296,15809,0.1067,16940361,7072,0.0741,591798318
2021年05月,南投縣,78749073,89,0.0085,33099367,1216,0.0178,1606736,773,0.007,113455176
2021年05月,雲林縣,219541400,91,0.0237,47828411,2458,0.0257,1968743,1105,0.0086,269338554
2021年05月,嘉義縣,57907772,71,0.0063,44381621,2096,0.0238,2221591,1177,0.0097,104510984
2021年05月,屏東縣,74210689,119,0.008,43108747,1746,0.0231,2870090,1144,0.0125,120189526
2021年05月,台東縣,8782000,2,0.0009,2082853,344,0.0011,266063,292,0.0012,11130916
2021年05月,花蓮縣,79238296,16,0.0086,10499155,595,0.0056,592641,419,0.0026,90330092
2021年05月,基隆市,8596525,15,0.0009,9859395,382,0.0053,554957,403,0.0024,19010877
2021年05月,新竹市,715928174,127,0.0774,34476143,1637,0.0185,1623099,872,0.0071,752027416
2021年05月,嘉義市,3230568,5,0.0003,5087005,563,0.0027,845277,647,0.0037,9162850
2021年05月,澎湖縣,1980000,1,0.0002,3060333,262,0.0016,126597,215,0.0006,5166930
2021年05月,金門縣,2139860,3,0.0002,1644411,281,0.0009,133782,196,0.0006,3918053
2021年05月,連江縣,0,0,0,724319,65,0.0004,15651,17,0.0001,739970
2021年05月,合計,9245573355,3526,1,1864470378,86561,1,228737007,74421,1,11338780740
2021年04月,新北市,256131157,198,0.0297,224342034,14892,0.1302,43565372,14391,0.2223,524038563
2021年04月,台北市,19496100,24,0.0023,17265172,1791,0.01,6873937,4078,0.0351,43635209
2021年04月,桃園市,1327191441,714,0.1541,274749620,7816,0.1595,20754955,5444,0.1059,1622696016
2021年04月,台中市,1450691622,388,0.1684,267481613,12386,0.1553,57063655,14847,0.2912,1775236890
2021年04月,台南市,1583642537,408,0.1838,218732889,11307,0.127,11575411,5395,0.0591,1813950837
2021年04月,高雄市,1412955892,527,0.164,181631323,6466,0.1054,21007518,7036,0.1072,1615594733
2021年04月,宜蘭縣,99966444,60,0.0116,27429773,1227,0.0159,1300721,1099,0.0066,128696938
2021年04月,新竹縣,555339048,219,0.0645,56656077,1843,0.0329,2770209,1261,0.0141,614765334
2021年04月,苗栗縣,435073734,138,0.0505,45439585,1360,0.0264,2614646,1033,0.0133,483127965
2021年04月,彰化縣,354025975,293,0.0411,187427371,15808,0.1088,14676129,7026,0.0749,556129475
2021年04月,南投縣,75054501,89,0.0087,30451282,1214,0.0177,2134792,1061,0.0109,107640575
2021年04月,雲林縣,213362460,91,0.0248,43977399,2457,0.0255,1937039,1083,0.0099,259276898
2021年04月,嘉義縣,53483072,70,0.0062,46984229,2093,0.0273,2457980,1087,0.0125,102925281
2021年04月,屏東縣,71752024,120,0.0083,38493236,1740,0.0223,2398773,1113,0.0122,112644033
2021年04月,台東縣,7703200,2,0.0009,1929624,344,0.0011,258094,339,0.0013,9890918
2021年04月,花蓮縣,74155742,16,0.0086,9953204,593,0.0058,488541,437,0.0025,84597487
2021年04月,基隆市,7861200,14,0.0009,8958345,384,0.0052,709933,453,0.0036,17529478
2021年04月,新竹市,611305702,126,0.071,31604143,1635,0.0183,2150057,906,0.011,645059902
2021年04月,嘉義市,3001560,5,0.0003,4525924,562,0.0026,957550,646,0.0049,8485034
2021年04月,澎湖縣,1466000,1,0.0002,2598026,262,0.0015,94791,212,0.0005,4158817
2021年04月,金門縣,913804,3,0.0001,1571205,281,0.0009,112826,177,0.0006,2597835
2021年04月,連江縣,0,0,0,648732,65,0.0004,39649,21,0.0002,688381
2021年04月,合計,8614573215,3506,1,1722850806,86526,1,195942578,69145,1,10533366599
2021年03月,新北市,229120421,200,0.0259,219502763,14885,0.1263,48765222,15730,0.2291,497388406
2021年03月,台北市,19967900,24,0.0023,17370097,1789,0.01,13448078,6199,0.0632,50786075
2021年03月,桃園市,1346923348,712,0.1524,273610307,7798,0.1574,23821510,5948,0.1119,1644355165
2021年03月,台中市,1495434145,389,0.1692,270404954,12381,0.1555,62782407,17077,0.2949,1828621506
2021年03月,台南市,1678068428,403,0.1899,224450715,11285,0.1291,9919869,4847,0.0466,1912439012
2021年03月,高雄市,1440989485,525,0.1631,182193854,6463,0.1048,18063222,7042,0.0848,1641246561
2021年03月,宜蘭縣,102254036,60,0.0116,27768626,1227,0.016,832843,772,0.0039,130855505
2021年03月,新竹縣,555586560,218,0.0629,58347648,1843,0.0336,3273433,1282,0.0154,617207641
2021年03月,苗栗縣,452147015,137,0.0512,44665437,1355,0.0257,3757392,1388,0.0176,500569844
2021年03月,彰化縣,355110388,293,0.0402,189679267,15803,0.1091,16144891,7076,0.0758,560934546
2021年03月,南投縣,76486057,89,0.0087,31829636,1213,0.0183,1514904,770,0.0071,109830597
2021年03月,雲林縣,210821543,91,0.0239,45037007,2451,0.0259,1901472,1106,0.0089,257760022
2021年03月,嘉義縣,53677156,69,0.0061,53535419,2094,0.0308,2163192,1163,0.0102,109375767
2021年03月,屏東縣,74028990,120,0.0084,39017258,1731,0.0224,2497688,1143,0.0117,115543936
2021年03月,台東縣,8058400,2,0.0009,2034404,344,0.0012,264057,288,0.0012,10356861
2021年03月,花蓮縣,75849629,16,0.0086,10385453,592,0.006,602406,410,0.0028,86837488
2021年03月,基隆市,7781287,14,0.0009,9259875,381,0.0053,557349,402,0.0026,17598511
2021年03月,新竹市,648206809,126,0.0734,30077066,1632,0.0173,1486426,873,0.007,679770301
2021年03月,嘉義市,3362472,5,0.0004,4538192,563,0.0026,828408,634,0.0039,8729072
2021年03月,澎湖縣,1672000,1,0.0002,2566452,261,0.0015,111566,214,0.0005,4350018
2021年03月,金門縣,856844,3,0.0001,1640532,282,0.0009,144708,189,0.0007,2642084
2021年03月,連江縣,0,0,0,654897,65,0.0004,14077,17,0.0001,668974
2021年03月,合計,8836402913,3497,1,1738569859,86438,1,212895120,74570,1,10787867892
2021年02月,新北市,198753202,198,0.0272,186023111,14888,0.1335,44256528,14452,0.2266,429032841
2021年02月,台北市,16908900,24,0.0023,15071734,1780,0.0108,6733644,4096,0.0345,38714278
2021年02月,桃園市,1098838461,708,0.1503,215506770,7790,0.1547,21161122,5463,0.1083,1335506353
2021年02月,台中市,1253711289,388,0.1714,216174338,12368,0.1552,56308693,14885,0.2882,1526194320
2021年02月,台南市,1369619300,403,0.1873,174763893,11294,0.1255,11463757,5385,0.0587,1555846950
2021年02月,高雄市,1166719405,523,0.1595,140277217,6466,0.1007,20291678,7033,0.1039,1327288300
2021年02月,宜蘭縣,80841104,59,0.0111,21662517,1223,0.0156,1343907,1065,0.0069,103847528
2021年02月,新竹縣,496135164,217,0.0678,48103553,1833,0.0345,2743068,1260,0.014,546981785
2021年02月,苗栗縣,375222139,136,0.0513,34447940,1346,0.0247,2658077,1044,0.0136,412328156
2021年02月,彰化縣,267764989,287,0.0366,158125710,15805,0.1135,14980915,7030,0.0767,440871614
2021年02月,南投縣,59665030,90,0.0082,24397594,1215,0.0175,2043296,1052,0.0105,86105920
2021年02月,雲林縣,178120524,91,0.0244,35557609,2450,0.0255,2009764,1064,0.0103,215687897
2021年02月,嘉義縣,39324416,70,0.0054,40444461,2086,0.029,2373167,1090,0.0121,82142044
2021年02月,屏東縣,55943997,119,0.0077,31164879,1730,0.0224,2213589,1105,0.0113,89322465
2021年02月,台東縣,6584000,2,0.0009,1711234,341,0.0012,234357,336,0.0012,8529591
2021年02月,花蓮縣,69163644,15,0.0095,7659216,594,0.0055,478376,437,0.0024,77301236
2021年02月,基隆市,6922000,13,0.0009,7701643,383,0.0055,752786,458,0.0039,15376429
2021年02月,新竹市,567904112,127,0.0777,25977488,1637,0.0186,2117561,927,0.0108,595999161
2021年02月,嘉義市,2489952,5,0.0003,3892598,565,0.0028,949037,637,0.0049,7331587
2021年02月,澎湖縣,1550400,1,0.0002,2369308,262,0.0017,81659,207,0.0004,4001367
2021年02月,金門縣,652756,3,0.0001,1362807,279,0.001,114449,175,0.0006,2130012
2021年02月,連江縣,0,0,0,593523,65,0.0004,39336,21,0.0002,632859
2021年02月,合計,7312834784,3479,1,1392989143,86400,1,195348766,69222,1,8901172693
2021年01月,新北市,223721076,199,0.0271,219031013,14896,0.1296,52898808,15858,0.2322,495650897
2021年01月,台北市,19437100,23,0.0024,17923447,1785,0.0106,14816518,6220,0.065,52177065
2021年01月,桃園市,1308952260,708,0.1586,277394600,7780,0.1642,25140959,6007,0.1104,1611487819
2021年01月,台中市,1443065024,388,0.1749,262023632,12360,0.1551,66680583,17114,0.2927,1771769239
2021年01月,台南市,1373164630,402,0.1664,214074174,11282,0.1267,10744322,4865,0.0472,1597983126
2021年01月,高雄市,1329556549,521,0.1611,167378251,6482,0.0991,19462835,7055,0.0854,1516397635
2021年01月,宜蘭縣,105409648,59,0.0128,26369947,1220,0.0156,857265,785,0.0038,132636860
2021年01月,新竹縣,525177772,218,0.0636,57123630,1841,0.0338,3446169,1279,0.0151,585747571
2021年01月,苗栗縣,442806179,136,0.0537,43477030,1344,0.0257,3903814,1403,0.0171,490187023
2021年01月,彰化縣,338511208,289,0.041,191171919,15812,0.1131,16921537,7091,0.0743,546604664
2021年01月,南投縣,70889544,90,0.0086,30250904,1202,0.0179,1628065,770,0.0071,102768513
2021年01月,雲林縣,205969508,92,0.025,43060484,2447,0.0255,2172888,1107,0.0095,251202880
2021年01月,嘉義縣,49687336,70,0.006,44320610,2088,0.0262,2213997,1156,0.0097,96221943
2021年01月,屏東縣,67466745,120,0.0082,36987736,1724,0.0219,2682733,1144,0.0118,107137214
2021年01月,台東縣,8084600,2,0.001,1941491,341,0.0011,253806,291,0.0011,10279897
2021年01月,花蓮縣,81402240,15,0.0099,10254096,591,0.0061,593616,403,0.0026,92249952
2021年01月,基隆市,7788343,13,0.0009,9005570,386,0.0053,590080,410,0.0026,17383993
2021年01月,新竹市,646076162,126,0.0783,28445327,1631,0.0168,1653419,872,0.0073,676174908
2021年01月,嘉義市,2766336,5,0.0003,4537646,565,0.0027,880321,629,0.0039,8184303
2021年01月,澎湖縣,1671200,1,0.0002,2536752,260,0.0015,121033,210,0.0005,4328985
2021年01月,金門縣,770744,3,0.0001,1578538,280,0.0009,148689,202,0.0007,2497971
2021年01月,連江縣,0,0,0,662703,65,0.0004,13845,17,0.0001,676548
2021年01月,合計,8252374204,3480,1,1689549500,86382,1,227825302,74888,1,10169749006
2020年12月,新北市,227546008,200,0.0268,222025367,14889,0.1287,45930670,14494,0.2247,495502045
2020年12月,台北市,19892700,23,0.0023,18368021,1778,0.0106,7705125,4116,0.0377,45965846
2020年12月,桃園市,1288732566,712,0.152,268635575,7764,0.1557,21558152,5561,0.1055,1578926293
2020年12月,台中市,1455162174,388,0.1716,267850514,12344,0.1552,58248769,14797,0.285,1781261457
2020年12月,台南市,1554615186,402,0.1833,225310433,11290,0.1306,12425408,5404,0.0608,1792351027
2020年12月,高雄市,1350161635,519,0.1592,178149836,6464,0.1033,22092423,7050,0.1081,1550403894
2020年12月,宜蘭縣,102124160,58,0.012,27100627,1224,0.0157,1330023,1075,0.0065,130554810
2020年12月,新竹縣,548428113,218,0.0647,58339046,1835,0.0338,2900308,1264,0.0142,609667467
2020年12月,苗栗縣,445984984,135,0.0526,44063646,1347,0.0255,2672184,1052,0.0131,492720814
2020年12月,彰化縣,344040722,291,0.0406,192036522,15802,0.1113,15544885,7049,0.076,551622129
2020年12月,南投縣,71378467,90,0.0084,31089108,1199,0.018,2134800,1049,0.0104,104602375
2020年12月,雲林縣,204739144,91,0.0241,44564189,2447,0.0258,2174465,1073,0.0106,251477798
2020年12月,嘉義縣,51019801,68,0.006,47846239,2093,0.0277,2496990,1079,0.0122,101363030
2020年12月,屏東縣,69442398,120,0.0082,38678612,1719,0.0224,2213400,1089,0.0108,110334410
2020年12月,台東縣,8242400,2,0.001,1987550,340,0.0012,243310,336,0.0012,10473260
2020年12月,花蓮縣,84246072,15,0.0099,10525651,587,0.0061,461040,440,0.0023,95232763
2020年12月,基隆市,7913117,13,0.0009,9585399,384,0.0056,799407,462,0.0039,18297923
2020年12月,新竹市,640917465,126,0.0756,29785304,1629,0.0173,2205464,938,0.0108,672908233
2020年12月,嘉義市,2988240,5,0.0004,4587659,564,0.0027,1022137,638,0.005,8598036
2020年12月,澎湖縣,1727600,1,0.0002,2629790,261,0.0015,98398,209,0.0005,4455788
2020年12月,金門縣,882600,3,0.0001,1548907,286,0.0009,122835,176,0.0006,2554342
2020年12月,連江縣,0,0,0,655103,63,0.0004,37301,23,0.0002,692404
2020年12月,合計,8480185552,3480,1,1725363098,86309,1,204417494,69374,1,10409966144
2020年11月,新北市,227579408,201,0.0273,218598233,14878,0.1276,56496480,15945,0.2383,502674121
2020年11月,台北市,19908400,23,0.0024,19588372,1777,0.0114,17211436,6238,0.0726,56708208
2020年11月,桃園市,1248429422,714,0.15,261307399,7739,0.1526,24988165,5965,0.1054,1534724986
2020年11月,台中市,1430622309,388,0.1719,262622997,12356,0.1533,67157150,17234,0.2833,1760402456
2020年11月,台南市,1576925701,402,0.1895,220517577,11272,0.1287,11879160,4852,0.0501,1809322438
2020年11月,高雄市,1315327748,519,0.158,188469153,6440,0.11,20187579,7056,0.0852,1523984480
2020年11月,宜蘭縣,94391926,58,0.0113,27426042,1220,0.016,897053,778,0.0038,122715021
2020年11月,新竹縣,549469956,219,0.066,57948392,1834,0.0338,3733012,1268,0.0157,611151360
2020年11月,苗栗縣,398691305,135,0.0479,42493153,1343,0.0248,3907055,1393,0.0165,445091513
2020年11月,彰化縣,334619572,294,0.0402,186289057,15809,0.1088,16757806,7086,0.0707,537666435
2020年11月,南投縣,63674466,92,0.0077,30651493,1188,0.0179,1735467,771,0.0073,96061426
2020年11月,雲林縣,206209378,89,0.0248,45008779,2450,0.0263,2209016,1096,0.0093,253427173
2020年11月,嘉義縣,48873963,66,0.0059,52533924,2092,0.0307,2428226,1145,0.0102,103836113
2020年11月,屏東縣,68399124,120,0.0082,38238241,1717,0.0223,2695340,1144,0.0114,109332705
2020年11月,台東縣,7884100,3,0.0009,2096816,339,0.0012,282119,290,0.0012,10263035
2020年11月,花蓮縣,77080664,15,0.0093,10080824,588,0.0059,631111,398,0.0027,87792599
2020年11月,基隆市,8197229,13,0.001,9121583,382,0.0053,635473,410,0.0027,17954285
2020年11月,新竹市,639986201,126,0.0769,29900762,1631,0.0175,1911956,880,0.0081,671798919
2020年11月,嘉義市,2819104,5,0.0003,4869648,565,0.0028,972656,618,0.0041,8661408
2020年11月,澎湖縣,1633200,1,0.0002,2709256,262,0.0016,143797,218,0.0006,4486253
2020年11月,金門縣,1525896,3,0.0002,1556851,286,0.0009,170297,205,0.0007,3253044
2020年11月,連江縣,0,0,0,733747,63,0.0004,12641,17,0.0001,746388
2020年11月,合計,8322249072,3486,1,1712762299,86231,1,237042995,75007,1,10272054366
2020年10月,新北市,226447646,202,0.0261,225659549,14901,0.132,59081642,14585,0.2447,511188837
2020年10月,台北市,20455900,24,0.0024,20758557,1773,0.0121,10820960,4136,0.0448,52035417
2020年10月,桃園市,1438701587,712,0.1656,259452925,7720,0.1518,26198822,5584,0.1085,1724353334
2020年10月,台中市,1438713879,387,0.1656,261616168,12358,0.153,64901215,14793,0.2688,1765231262
2020年10月,台南市,1626417781,400,0.1872,219414268,11274,0.1284,14425185,5402,0.0597,1860257234
2020年10月,高雄市,1367803744,516,0.1575,183615050,6444,0.1074,23656673,7060,0.098,1575075467
2020年10月,宜蘭縣,103198524,57,0.0119,28094887,1218,0.0164,1694007,1047,0.007,132987418
2020年10月,新竹縣,567655816,218,0.0654,60510895,1832,0.0354,3808082,1267,0.0158,631974793
2020年10月,苗栗縣,400491041,136,0.0461,46450403,1337,0.0272,3169437,1041,0.0131,450110881
2020年10月,彰化縣,340797876,295,0.0392,185623313,15810,0.1086,17060261,7077,0.0707,543481450
2020年10月,南投縣,65520131,91,0.0075,30178971,1182,0.0177,2413813,1042,0.01,98112915
2020年10月,雲林縣,213730850,88,0.0246,45275924,2451,0.0265,2398491,1069,0.0099,261405265
2020年10月,嘉義縣,49389988,65,0.0057,41676589,2096,0.0244,2932160,1089,0.0121,93998737
2020年10月,屏東縣,66009058,119,0.0076,38409494,1720,0.0225,2429651,1075,0.0101,106848203
2020年10月,台東縣,8370300,3,0.001,2021906,338,0.0012,320222,329,0.0013,10712428
2020年10月,花蓮縣,68964924,15,0.0079,10066623,587,0.0059,615852,431,0.0026,79647399
2020年10月,基隆市,8664566,13,0.001,9107335,381,0.0053,1020989,464,0.0042,18792890
2020年10月,新竹市,668603403,126,0.077,31835420,1628,0.0186,2907537,941,0.012,703346360
2020年10月,嘉義市,2776920,5,0.0003,4738754,566,0.0028,1210337,626,0.005,8726011
2020年10月,澎湖縣,1732000,1,0.0002,2742483,261,0.0016,150597,207,0.0006,4625080
2020年10月,金門縣,1825468,3,0.0002,1577260,286,0.0009,173122,173,0.0007,3575850
2020年10月,連江縣,0,0,0,622240,63,0.0004,53394,22,0.0002,675634
2020年10月,合計,8686271402,3476,1,1709449014,86226,1,241442449,69460,1,10637162865
2020年09月,新北市,235817524,202,0.0279,261751608,14916,0.1394,70853348,16017,0.2515,568422480
2020年09月,台北市,20851200,24,0.0025,23255135,1775,0.0124,22864538,6263,0.0811,66970873
2020年09月,桃園市,1292221472,710,0.153,290447186,7712,0.1547,31023785,5973,0.1101,1613692443
2020年09月,台中市,1417746704,389,0.1678,291366370,12354,0.1552,76004914,17275,0.2697,1785117988
2020年09月,台南市,1612519696,399,0.1909,239466307,11281,0.1275,13109872,4836,0.0465,1865095875
2020年09月,高雄市,1321101330,509,0.1564,181591684,6426,0.0967,22335334,7055,0.0793,1525028348
2020年09月,宜蘭縣,101941004,58,0.0121,31724469,1220,0.0169,1143268,773,0.0041,134808741
2020年09月,新竹縣,573831099,219,0.0679,67100670,1827,0.0357,4666856,1262,0.0166,645598625
2020年09月,苗栗縣,388122106,134,0.0459,49744694,1334,0.0265,4672940,1389,0.0166,442539740
2020年09月,彰化縣,333749724,293,0.0395,203133973,15802,0.1082,18773515,7088,0.0666,555657212
2020年09月,南投縣,71047944,91,0.0084,32228527,1177,0.0172,1903490,773,0.0068,105179961
2020年09月,雲林縣,208722741,88,0.0247,49220298,2449,0.0262,2591864,1100,0.0092,260534903
2020年09月,嘉義縣,50360932,65,0.006,44981729,2089,0.024,2724091,1157,0.0097,98066752
2020年09月,屏東縣,68686380,118,0.0081,41447065,1724,0.0221,3063601,1141,0.0109,113197046
2020年09月,台東縣,7538600,3,0.0009,2295222,338,0.0012,339460,282,0.0012,10173282
2020年09月,花蓮縣,58336792,15,0.0069,10830263,586,0.0058,769447,396,0.0027,69936502
2020年09月,基隆市,9123560,13,0.0011,10491739,376,0.0056,822688,407,0.0029,20437987
2020年09月,新竹市,668878870,126,0.0792,35860190,1626,0.0191,2573979,872,0.0091,707313039
2020年09月,嘉義市,2485608,5,0.0003,5383223,565,0.0029,1089026,617,0.0039,8957857
2020年09月,澎湖縣,1648400,1,0.0002,3081451,260,0.0016,189360,222,0.0007,4919211
2020年09月,金門縣,2341988,3,0.0003,1749281,286,0.0009,225087,197,0.0008,4316356
2020年09月,連江縣,0,0,0,683744,62,0.0004,26631,18,0.0001,710375
2020年09月,合計,8447073674,3465,1,1877834828,86185,1,281767094,75113,1,10606675596
2020年08月,新北市,242953333,202,0.028,241632571,14903,0.1369,60285571,14632,0.2491,544871475
2020年08月,台北市,22638300,25,0.0026,22027700,1782,0.0125,11426474,4143,0.0472,56092474
2020年08月,桃園市,1312420945,705,0.151,278266471,7690,0.1577,26593115,5588,0.1099,1617280531
2020年08月,台中市,1483199619,392,0.1707,269391394,12343,0.1526,63357556,14808,0.2618,1815948569
2020年08月,台南市,1654743575,398,0.1904,222901829,11267,0.1263,14360625,5405,0.0593,1892006029
2020年08月,高雄市,1340469797,509,0.1543,169757890,6421,0.0962,23559520,7067,0.0973,1533787207
2020年08月,宜蘭縣,110938418,58,0.0128,32216158,1220,0.0183,1809457,1058,0.0075,144964033
2020年08月,新竹縣,593541184,219,0.0683,65525112,1824,0.0371,4002486,1270,0.0165,663068782
2020年08月,苗栗縣,399640327,132,0.046,49605995,1336,0.0281,3142242,1047,0.013,452388564
2020年08月,彰化縣,338530760,294,0.039,186039675,15800,0.1054,16561119,7054,0.0684,541131554
2020年08月,南投縣,70529097,89,0.0081,30590346,1173,0.0173,2401347,1058,0.0099,103520790
2020年08月,雲林縣,212092904,87,0.0244,46840066,2445,0.0265,2416854,1072,0.01,261349824
