日期,縣市,801 KW以上售電量(度),801 KW以上抄表戶數,801 KW以上用電佔比(%),小於等於800 KW售電量(度),小於等於800 KW抄表戶數,小於等於800 KW用電佔比(%),表燈營業用電售電量(度),表燈營業用電抄表戶數,表燈營業用電用電佔比(%),合計
2023年05月,新北市,247161441,186,0.0274,201952059,14955,0.1238,40431829,14332,0.223,489545329
2023年05月,台北市,23769733,27,0.0026,18317519,1946,0.0112,13111905,5984,0.0723,55199157
2023年05月,桃園市,1289957850,722,0.143,255875099,8248,0.1568,20193415,5785,0.1114,1566026364
2023年05月,台中市,1506508971,406,0.167,241641563,12625,0.1481,49958262,16522,0.2755,1798108796
2023年05月,台南市,1956187266,419,0.2168,205947907,11416,0.1262,9252356,4861,0.051,2171387529
2023年05月,高雄市,1360694889,552,0.1508,181802849,6675,0.1114,16980372,6969,0.0936,1559478110
2023年05月,宜蘭縣,106008416,60,0.0118,29278622,1272,0.0179,865680,867,0.0048,136152718
2023年05月,新竹縣,747512817,229,0.0829,61074811,1932,0.0374,2719087,1304,0.015,811306715
2023年05月,苗栗縣,426564300,150,0.0473,43755492,1415,0.0268,2958057,1384,0.0163,473277849
2023年05月,彰化縣,306167444,307,0.0339,165018079,15813,0.1011,13218867,6981,0.0729,484404390
2023年05月,南投縣,66061348,89,0.0073,30294380,1279,0.0186,1442920,775,0.008,97798648
2023年05月,雲林縣,198382323,92,0.022,46667836,2530,0.0286,1796198,1153,0.0099,246846357
2023年05月,嘉義縣,70806280,79,0.0078,50193543,2141,0.0308,1931625,1225,0.0107,122931448
2023年05月,屏東縣,71758877,124,0.008,40551996,1843,0.0249,2602187,1165,0.0144,114913060
2023年05月,台東縣,7782064,2,0.0009,2373318,358,0.0015,273530,351,0.0015,10428912
2023年05月,花蓮縣,60484584,16,0.0067,9856975,606,0.006,585515,425,0.0032,70927074
2023年05月,基隆市,9535804,16,0.0011,8314029,387,0.0051,464652,384,0.0026,18314485
2023年05月,新竹市,560264651,125,0.0621,29581256,1653,0.0181,1381559,882,0.0076,591227466
2023年05月,嘉義市,1888700,5,0.0002,4388055,560,0.0027,780210,661,0.0043,7056965
2023年05月,澎湖縣,2029333,2,0.0002,2349399,268,0.0014,167524,245,0.0009,4546256
2023年05月,金門縣,1830704,3,0.0002,1598629,288,0.001,161695,238,0.0009,3591028
2023年05月,連江縣,0,0,0,666727,67,0.0004,47240,25,0.0003,713967
2023年05月,合計,9021357795,3611,1,1631500143,88277,1,181324685,72518,1,10834182623
2023年04月,新北市,225710003,184,0.026419261,181961133,14957,0.120442314,33335284,13243,0.213401962,441006420
2023年04月,台北市,21392444,27,0.002503977,16775827,1944,0.011104126,5888208,3999,0.037694448,44056479
2023年04月,桃園市,1213393678,725,0.142027221,239467614,8246,0.158506562,17232095,5300,0.110314431,1470093387
2023年04月,台中市,1444267513,402,0.169050906,213881242,12623,0.141570627,43210145,14417,0.276617704,1701358900
2023年04月,台南市,1824744185,419,0.213585541,180167799,11409,0.119255284,9571841,5287,0.061275904,2014483825
2023年04月,高雄市,1351126096,551,0.158148743,196885155,6666,0.130320708,18125533,7077,0.116033939,1566136784
2023年04月,宜蘭縣,106791436,61,0.012499893,26664504,1266,0.017649563,1239622,1287,0.007935669,134695562
2023年04月,新竹縣,709641624,230,0.083063254,53856483,1925,0.035648269,2306411,1198,0.014764915,765804518
2023年04月,苗栗縣,386220450,149,0.045206942,40293940,1417,0.026671055,2234696,1070,0.014305818,428749086
2023年04月,彰化縣,284729502,309,0.033327469,150009268,15816,0.099292981,11155967,6865,0.071416978,445894737
2023年04月,南投縣,58136650,89,0.00680487,26670643,1278,0.017653627,1705947,1060,0.010920934,86513240
2023年04月,雲林縣,183333346,92,0.021459091,41478413,2530,0.027455072,1816899,1093,0.011631214,226628658
2023年04月,嘉義縣,62437992,78,0.007308341,51027569,2140,0.033775776,2178415,1100,0.013945525,115643976
2023年04月,屏東縣,64911731,125,0.007597891,36546048,1844,0.024190279,1981748,1143,0.012686525,103439527
2023年04月,台東縣,7696408,2,0.000900861,2289605,358,0.001515518,245335,338,0.001570557,10231348
2023年04月,花蓮縣,65687180,16,0.007688657,9265643,604,0.006133043,528914,472,0.00338594,75481737
2023年04月,基隆市,9346105,16,0.001093958,7707835,387,0.005101911,565192,427,0.003618181,17619132
2023年04月,新竹市,519346513,124,0.060789291,27671559,1652,0.018316146,1787436,855,0.011442601,548805508
2023年04月,嘉義市,1890600,5,0.000221294,3893910,559,0.002577427,806458,615,0.005162689,6590968
2023年04月,澎湖縣,1691600,2,0.000198001,2140564,266,0.001416866,116835,241,0.000747941,3948999
2023年04月,金門縣,893104,4,0.000104537,1488337,288,0.000985149,124083,202,0.00079434,2505524
2023年04月,連江縣,0,0,0,631045,66,0.000417696,51828,25,0.000331786,682873
2023年04月,合計,8543388160,3610,1,1510774136,88241,1,156208892,67314,1,10210371188
2023年03月,新北市,240495018,184,0.0275,191794964,14962,0.1193,38676202,14369,0.2255,470966184
2023年03月,台北市,22193036,27,0.0025,16800415,1938,0.0104,12039018,5997,0.0702,51032469
2023年03月,桃園市,1269638913,730,0.1452,247912330,8223,0.1542,19847052,5817,0.1157,1537398295
2023年03月,台中市,1484485329,406,0.1698,233098391,12594,0.145,47270053,16565,0.2756,1764853773
2023年03月,台南市,1822455984,418,0.2084,195935820,11394,0.1219,8505292,4863,0.0496,2026897096
2023年03月,高雄市,1365156255,551,0.1561,205468521,6645,0.1278,15457678,6974,0.0901,1586082454
2023年03月,宜蘭縣,112614512,62,0.0129,28530263,1261,0.0177,882945,853,0.0051,142027720
2023年03月,新竹縣,694558152,229,0.0794,56364126,1920,0.0351,2643682,1298,0.0154,753565960
2023年03月,苗栗縣,392699130,147,0.0449,44799822,1414,0.0279,2951154,1374,0.0172,440450106
2023年03月,彰化縣,309159055,306,0.0354,165100281,15823,0.1027,12361136,7008,0.0721,486620472
2023年03月,南投縣,57846880,89,0.0066,29669903,1279,0.0185,1342124,782,0.0078,88858907
2023年03月,雲林縣,195027522,92,0.0223,43423301,2529,0.027,1671357,1143,0.0097,240122180
2023年03月,嘉義縣,68663984,77,0.0079,53768384,2142,0.0334,1865438,1223,0.0109,124297806
2023年03月,屏東縣,69023046,123,0.0079,39355365,1844,0.0245,2319108,1157,0.0135,110697519
2023年03月,台東縣,8231592,2,0.0009,2252295,354,0.0014,246358,342,0.0014,10730245
2023年03月,花蓮縣,70265812,16,0.008,10179785,599,0.0063,621799,419,0.0036,81067396
2023年03月,基隆市,9883200,16,0.0011,7941561,388,0.0049,455045,389,0.0027,18279806
2023年03月,新竹市,546544817,124,0.0625,27374061,1647,0.017,1314407,873,0.0077,575233285
2023年03月,嘉義市,1862700,5,0.0002,3834320,558,0.0024,694643,655,0.004,6391663
2023年03月,澎湖縣,1680800,2,0.0002,2009070,264,0.0012,149500,251,0.0009,3839370
2023年03月,金門縣,941012,4,0.0001,1514829,288,0.0009,165832,234,0.001,2621673
2023年03月,連江縣,0,0,0,646130,66,0.0004,59141,26,0.0003,705271
2023年03月,合計,8743426749,3610,1,1607773937,88132,1,171538964,72612,1,10522739650
2023年02月,新北市,205914521,185,0.0269,174748366,14969,0.1238,35822102,13297,0.2146,416484989
2023年02月,台北市,19158735,26,0.0025,16001735,1926,0.0113,6462015,4012,0.0387,41622485
2023年02月,桃園市,1139679649,733,0.1489,220399242,8184,0.1561,18532418,5307,0.111,1378611309
2023年02月,台中市,1313270466,403,0.1716,206557248,12585,0.1463,45811097,14417,0.2744,1565638811
2023年02月,台南市,1572318242,420,0.2055,170860439,11381,0.121,10078312,5308,0.0604,1753256993
2023年02月,高雄市,1219890790,550,0.1594,169876735,6644,0.1203,19437707,7055,0.1164,1409205232
2023年02月,宜蘭縣,92007394,63,0.012,25193358,1259,0.0178,1343128,1246,0.008,118543880
2023年02月,新竹縣,531879401,224,0.0695,50950972,1914,0.0361,2529533,1194,0.0152,585359906
2023年02月,苗栗縣,361610211,146,0.0473,38437263,1415,0.0272,2383891,1062,0.0143,402431365
2023年02月,彰化縣,270612339,306,0.0354,147044933,15821,0.1042,11802547,6878,0.0707,429459819
2023年02月,南投縣,58104652,90,0.0076,26549431,1271,0.0188,1827670,1059,0.0109,86481753
2023年02月,雲林縣,166764392,92,0.0218,39137306,2521,0.0277,1958116,1102,0.0117,207859814
2023年02月,嘉義縣,60749268,78,0.0079,36545143,2135,0.0259,2285045,1098,0.0137,99579456
2023年02月,屏東縣,59336545,124,0.0078,35840303,1842,0.0254,2125426,1144,0.0127,97302274
2023年02月,台東縣,7406432,2,0.001,2129705,353,0.0015,263977,337,0.0016,9800114
2023年02月,花蓮縣,65139908,16,0.0085,9405310,599,0.0067,563952,471,0.0034,75109170
2023年02月,基隆市,7996217,16,0.001,7529232,387,0.0053,619901,428,0.0037,16145350
2023年02月,新竹市,496988916,129,0.0649,26537509,1657,0.0188,1877536,862,0.0112,525403961
2023年02月,嘉義市,1580100,5,0.0002,3658530,560,0.0026,913256,616,0.0055,6151886
2023年02月,澎湖縣,1421000,2,0.0002,2179442,267,0.0015,118063,235,0.0007,3718505
2023年02月,金門縣,766840,4,0.0001,1458265,288,0.001,141649,200,0.0008,2366754
2023年02月,連江縣,0,0,0,582473,66,0.0004,59118,27,0.0004,641591
2023年02月,合計,7652596018,3614,1,1411622940,88044,1,166956459,67355,1,9231175417
2023年01月,新北市,202608803,188,0.0258,183458594,14962,0.1318,46971303,14426,0.2286,433038700
2023年01月,台北市,20334060,28,0.0026,16860399,1924,0.0121,14627586,6035,0.0712,51822045
2023年01月,桃園市,1095324540,734,0.1396,214725963,8170,0.1543,23072232,5809,0.1123,1333122735
2023年01月,台中市,1345453399,406,0.1715,197662989,12580,0.142,56680134,16623,0.2758,1599796522
2023年01月,台南市,1651848907,423,0.2105,162905487,11379,0.1171,10284235,4883,0.05,1825038629
2023年01月,高雄市,1163778005,551,0.1483,171639159,6644,0.1233,18745546,6993,0.0912,1354162710
2023年01月,宜蘭縣,86250549,63,0.011,24187596,1260,0.0174,945178,819,0.0046,111383323
2023年01月,新竹縣,629947030,223,0.0803,51028612,1912,0.0367,3186299,1292,0.0155,684161941
2023年01月,苗栗縣,382281774,144,0.0487,39052208,1410,0.0281,3492103,1379,0.017,424826085
2023年01月,彰化縣,239109352,304,0.0305,146288831,15821,0.1051,14550244,7016,0.0708,399948427
2023年01月,南投縣,53421602,89,0.0068,24393775,1270,0.0175,1581268,773,0.0077,79396645
2023年01月,雲林縣,165683709,92,0.0211,37875439,2514,0.0272,2090473,1137,0.0102,205649621
2023年01月,嘉義縣,50967837,78,0.0065,34378310,2131,0.0247,2098534,1217,0.0102,87444681
2023年01月,屏東縣,52605101,124,0.0067,35116404,1842,0.0252,2832122,1164,0.0138,90553627
2023年01月,台東縣,6451608,2,0.0008,2085291,353,0.0015,270001,332,0.0013,8806900
2023年01月,花蓮縣,74871800,16,0.0095,8537550,602,0.0061,719383,421,0.0035,84128733
2023年01月,基隆市,7426100,16,0.0009,7155426,386,0.0051,514705,389,0.0025,15096231
2023年01月,新竹市,615773809,128,0.0785,25709731,1656,0.0185,1605369,877,0.0078,643088909
2023年01月,嘉義市,1262600,5,0.0002,3870787,560,0.0028,807806,657,0.0039,5941193
2023年01月,澎湖縣,1360400,1,0.0002,2537572,268,0.0018,166236,242,0.0008,4064208
2023年01月,金門縣,673880,3,0.0001,1582895,288,0.0011,180434,233,0.0009,2437209
2023年01月,連江縣,0,0,0,644272,66,0.0005,59014,25,0.0003,703286
2023年01月,合計,7847434865,3618,1,1391697290,87998,1,205480205,72742,1,9444612360
2022年12月,新北市,234685902,189,0.0275,209718924,14969,0.1264,39581146,13370,0.2153,483985972
2022年12月,台北市,21509284,28,0.0025,18197043,1915,0.011,7234487,4021,0.0393,46940814
2022年12月,桃園市,1271049103,735,0.1489,267184934,8153,0.1611,19389848,5353,0.1055,1557623885
2022年12月,台中市,1465676063,403,0.1717,239549892,12565,0.1444,50718042,14483,0.2758,1755943997
2022年12月,台南市,1736052511,423,0.2034,199500232,11384,0.1203,11520021,5341,0.0627,1947072764
2022年12月,高雄市,1296089891,551,0.1519,208110181,6636,0.1254,22004793,7058,0.1197,1526204865
2022年12月,宜蘭縣,100744728,63,0.0118,28030791,1260,0.0169,1314727,1242,0.0072,130090246
2022年12月,新竹縣,616100525,224,0.0722,58424944,1900,0.0352,2755424,1213,0.015,677280893
2022年12月,苗栗縣,418111723,144,0.049,45941301,1410,0.0277,2505396,1060,0.0136,466558420
2022年12月,彰化縣,296059498,303,0.0347,169063595,15819,0.1019,12951031,6909,0.0704,478074124
2022年12月,南投縣,65180647,89,0.0076,29323950,1268,0.0177,1958699,1063,0.0107,96463296
2022年12月,雲林縣,188300525,92,0.0221,45051661,2513,0.0272,2115760,1103,0.0115,235467946
2022年12月,嘉義縣,65668386,78,0.0077,41587268,2134,0.0251,2554245,1112,0.0139,109809899
2022年12月,屏東縣,66405338,123,0.0078,40696916,1837,0.0245,2391522,1158,0.013,109493776
2022年12月,台東縣,8600520,2,0.001,2282815,352,0.0014,286551,342,0.0016,11169886
2022年12月,花蓮縣,85065492,16,0.01,10379408,604,0.0063,515704,470,0.0028,95960604
2022年12月,基隆市,8121563,16,0.001,8189406,395,0.0049,654457,432,0.0036,16965426
2022年12月,新竹市,586385459,128,0.0687,28696466,1653,0.0173,2116351,865,0.0115,617198276
2022年12月,嘉義市,1852400,5,0.0002,4286139,559,0.0026,954770,616,0.0052,7093309
2022年12月,澎湖縣,1349600,1,0.0002,2541114,268,0.0015,135323,234,0.0007,4026037
2022年12月,金門縣,938612,3,0.0001,1600053,285,0.001,159843,201,0.0009,2698508
2022年12月,連江縣,0,0,0,641199,66,0.0004,49928,27,0.0003,691127
2022年12月,合計,8533947770,3616,1,1658998232,87945,1,183868068,67673,1,10376814070
2022年11月,新北市,238687464,193,0.0274,207792406,14985,0.1251,51453529,14506,0.2334,497933399
2022年11月,台北市,21983128,27,0.0025,18914415,1913,0.0114,16923556,6046,0.0768,57821099
2022年11月,桃園市,1291754180,737,0.1485,262149585,8140,0.1578,23546241,5838,0.1068,1577450006
2022年11月,台中市,1471370322,407,0.1692,242308826,12571,0.1459,59936107,16694,0.2719,1773615255
2022年11月,台南市,1827753108,425,0.2101,202941363,11381,0.1222,11504137,4912,0.0522,2042198608
2022年11月,高雄市,1322664554,551,0.1521,203780496,6626,0.1227,19963065,6999,0.0906,1546408115
2022年11月,宜蘭縣,107235044,63,0.0123,28232582,1259,0.017,974051,848,0.0044,136441677
2022年11月,新竹縣,646960700,222,0.0744,60031655,1903,0.0361,3479640,1288,0.0158,710471995
2022年11月,苗栗縣,380155609,144,0.0437,46428030,1408,0.0279,3620801,1378,0.0164,430204440
2022年11月,彰化縣,304476742,305,0.035,169192591,15809,0.1018,15295861,7042,0.0694,488965194
2022年11月,南投縣,66465055,89,0.0076,30270296,1266,0.0182,1603846,786,0.0073,98339197
2022年11月,雲林縣,191792893,94,0.0221,46459800,2513,0.028,2126122,1153,0.0096,240378815
2022年11月,嘉義縣,66601500,78,0.0077,42340004,2129,0.0255,2214262,1214,0.01,111155766
2022年11月,屏東縣,69815298,124,0.008,40590461,1838,0.0244,2987542,1179,0.0136,113393301
2022年11月,台東縣,8317756,2,0.001,2463862,352,0.0015,292258,326,0.0013,11073876
2022年11月,花蓮縣,63469172,16,0.0073,9873627,604,0.0059,720897,441,0.0033,74063696
2022年11月,基隆市,9166586,16,0.0011,8228496,396,0.005,555679,392,0.0025,17950761
2022年11月,新竹市,604103513,128,0.0695,30027243,1653,0.0181,1874367,875,0.0085,636005123
2022年11月,嘉義市,2198800,5,0.0003,4280304,560,0.0026,911935,656,0.0041,7391039
2022年11月,澎湖縣,1282400,1,0.0001,2742092,268,0.0017,190681,238,0.0009,4215173
2022年11月,金門縣,1811576,3,0.0002,1589723,287,0.001,202740,223,0.0009,3604039
2022年11月,連江縣,0,0,0,629559,66,0.0004,43587,24,0.0002,673146
2022年11月,合計,8698065400,3630,1,1661267416,87927,1,220420904,73058,1,10579753720
2022年10月,新北市,235476317,194,0.0263,225499449,14993,0.1309,52609381,13405,0.2285,513585147
2022年10月,台北市,22828856,27,0.0025,22176776,1901,0.0129,10297136,4023,0.0447,55302768
2022年10月,桃園市,1343418912,732,0.15,277520838,8120,0.1611,24840533,5351,0.1079,1645780283
2022年10月,台中市,1508171051,405,0.1684,254090701,12564,0.1475,62106990,14519,0.2697,1824368742
2022年10月,台南市,1821477691,424,0.2034,208543670,11378,0.1211,13934659,5335,0.0605,2043956020
2022年10月,高雄市,1378112185,547,0.1539,191421716,6621,0.1111,25149147,7071,0.1092,1594683048
2022年10月,宜蘭縣,112411644,63,0.0126,29314145,1258,0.017,1723457,1238,0.0075,143449246
2022年10月,新竹縣,641279800,223,0.0716,63633556,1923,0.0369,3646774,1200,0.0158,708560130
2022年10月,苗栗縣,422475111,146,0.0472,48636084,1412,0.0282,3178162,1051,0.0138,474289357
2022年10月,彰化縣,320005981,305,0.0357,176526469,15816,0.1025,15944705,6896,0.0692,512477155
2022年10月,南投縣,65917783,90,0.0074,30034379,1265,0.0174,2398498,1049,0.0104,98350660
2022年10月,雲林縣,195436141,93,0.0218,46841917,2514,0.0272,2410855,1110,0.0105,244688913
2022年10月,嘉義縣,69878176,78,0.0078,42565118,2132,0.0247,2888720,1112,0.0125,115332014
2022年10月,屏東縣,69175480,122,0.0077,42247135,1827,0.0245,2730416,1153,0.0119,114153031
2022年10月,台東縣,8423604,2,0.0009,2140123,351,0.0012,384382,339,0.0017,10948109
2022年10月,花蓮縣,66573604,16,0.0074,10457925,609,0.0061,660913,470,0.0029,77692442
2022年10月,基隆市,9944051,16,0.0011,8623728,397,0.005,902296,429,0.0039,19470075
2022年10月,新竹市,659967445,127,0.0737,32595069,1658,0.0189,2777100,861,0.0121,695339614
2022年10月,嘉義市,2070648,6,0.0002,4601794,560,0.0027,1200027,611,0.0052,7872469
2022年10月,澎湖縣,1315600,1,0.0001,2873913,268,0.0017,211059,229,0.0009,4400572
2022年10月,金門縣,1887580,3,0.0002,1739876,286,0.001,209957,195,0.0009,3837413
2022年10月,連江縣,0,0,0,698837,69,0.0004,66688,25,0.0003,765525
2022年10月,合計,8956247660,3620,1,1722783218,87922,1,230271855,67672,1,10909302733
2022年09月,新北市,256270647,195,0.0291,253979015,14988,0.1343,66977901,14563,0.2418,577227563
2022年09月,台北市,23305040,27,0.0026,23650275,1904,0.0125,22420133,6056,0.0809,69375448
2022年09月,桃園市,1319454580,731,0.1499,319245213,8117,0.1688,30589311,5848,0.1104,1669289104
2022年09月,台中市,1441501807,404,0.1638,279095909,12567,0.1476,74614356,16703,0.2693,1795212072
2022年09月,台南市,1819771497,424,0.2068,221299562,11368,0.117,13431960,4921,0.0485,2054503019
2022年09月,高雄市,1307374838,546,0.1486,188742584,6611,0.0998,23059652,7022,0.0832,1519177074
2022年09月,宜蘭縣,101907416,63,0.0116,31543590,1257,0.0167,1322607,822,0.0048,134773613
2022年09月,新竹縣,645162587,223,0.0733,68065166,1926,0.036,4571383,1306,0.0165,717799136
2022年09月,苗栗縣,411226848,144,0.0467,51635933,1412,0.0273,4639289,1381,0.0167,467502070
2022年09月,彰化縣,318917771,303,0.0362,194110411,15832,0.1026,18716945,7050,0.0676,531745127
2022年09月,南投縣,65354358,91,0.0074,30925353,1265,0.0164,1929682,782,0.007,98209393
2022年09月,雲林縣,193970374,93,0.022,49156996,2515,0.026,2608039,1150,0.0094,245735409
2022年09月,嘉義縣,70605412,78,0.008,65752859,2133,0.0348,2653600,1211,0.0096,139011871
2022年09月,屏東縣,67551426,121,0.0077,44452976,1821,0.0235,3376622,1173,0.0122,115381024
2022年09月,台東縣,8132696,2,0.0009,2349214,350,0.0012,431100,324,0.0016,10913010
2022年09月,花蓮縣,71595860,16,0.0081,11164993,609,0.0059,889192,437,0.0032,83650045
2022年09月,基隆市,10229985,16,0.0012,9543450,397,0.005,721537,393,0.0026,20494972
2022年09月,新竹市,662231188,126,0.0753,35502197,1662,0.0188,2473507,881,0.0089,700206892
2022年09月,嘉義市,2310396,6,0.0003,5071000,561,0.0027,1046251,642,0.0038,8427647
2022年09月,澎湖縣,1309200,1,0.0001,3207273,268,0.0017,249589,231,0.0009,4766062
2022年09月,金門縣,2165228,3,0.0002,1853962,285,0.001,259508,222,0.0009,4278698
2022年09月,連江縣,0,0,0,724447,68,0.0004,64080,24,0.0002,788527
2022年09月,合計,8800349154,3613,1,1891072378,87916,1,277046244,73142,1,10968467776
2022年08月,新北市,304512472,196,0.0323,257522279,15000,0.1293,52020357,13447,0.2269,614055108
2022年08月,台北市,25378440,26,0.0027,23602136,1886,0.0119,10009883,4023,0.0437,58990459
2022年08月,桃園市,1437516562,732,0.1525,335186614,8084,0.1683,24926981,5330,0.1087,1797630157
2022年08月,台中市,1535134848,401,0.1628,291654521,12554,0.1464,62780210,14542,0.2738,1889569579
2022年08月,台南市,1964084145,423,0.2083,229795693,11363,0.1154,13711211,5358,0.0598,2207591049
2022年08月,高雄市,1347972037,546,0.143,211494707,6606,0.1062,24792820,7069,0.1081,1584259564
2022年08月,宜蘭縣,117619868,62,0.0125,33573528,1255,0.0169,1775917,1224,0.0077,152969313
2022年08月,新竹縣,703156927,224,0.0746,71003138,1918,0.0357,3662120,1207,0.016,777822185
2022年08月,苗栗縣,428759187,143,0.0455,54782454,1412,0.0275,3121585,1041,0.0136,486663226
2022年08月,彰化縣,347669882,302,0.0369,200152434,15835,0.1005,15981930,6924,0.0697,563804246
2022年08月,南投縣,70164402,90,0.0074,32550934,1261,0.0163,2436322,1055,0.0106,105151658
2022年08月,雲林縣,205966810,92,0.0218,51630009,2508,0.0259,2341888,1117,0.0102,259938707
2022年08月,嘉義縣,69617560,77,0.0074,82103475,2131,0.0412,2892382,1115,0.0126,154613417
2022年08月,屏東縣,71152834,120,0.0075,45358043,1822,0.0228,2635288,1150,0.0115,119146165
2022年08月,台東縣,8603552,2,0.0009,2534308,349,0.0013,378649,344,0.0017,11516509
2022年08月,花蓮縣,66440208,16,0.007,11135428,610,0.0056,629396,462,0.0027,78205032
2022年08月,基隆市,9133278,14,0.001,10763305,398,0.0054,897182,432,0.0039,20793765
2022年08月,新竹市,709524039,126,0.0752,35940273,1658,0.018,2734238,873,0.0119,748198550
2022年08月,嘉義市,2659976,6,0.0003,4984176,564,0.0025,1155839,619,0.005,8799991
2022年08月,澎湖縣,1486000,1,0.0002,3275093,267,0.0016,188548,229,0.0008,4949641
2022年08月,金門縣,2413508,3,0.0003,1718656,285,0.0009,177235,194,0.0008,4309399
2022年08月,連江縣,0,0,0,787656,68,0.0004,60314,26,0.0003,847970
2022年08月,合計,9428966535,3602,1,1991548860,87834,1,229310295,67781,1,11649825690
2022年07月,新北市,240596432,196,0.0256,249125822,14994,0.1263,54428841,14611,0.2265,544151095
2022年07月,台北市,24026160,26,0.0026,21945951,1864,0.0111,17249225,6052,0.0718,63221336
2022年07月,桃園市,1436643159,732,0.1529,316055608,8065,0.1603,26157255,5828,0.1089,1778856022
2022年07月,台中市,1567806461,400,0.1668,290275718,12524,0.1472,68213304,16736,0.2839,1926295483
2022年07月,台南市,1932855837,425,0.2057,226912029,11352,0.1151,12367829,4914,0.0515,2172135695
2022年07月,高雄市,1358695434,543,0.1446,223344791,6576,0.1133,21456441,7019,0.0893,1603496666
2022年07月,宜蘭縣,110063664,62,0.0117,32883756,1252,0.0167,1081000,822,0.0045,144028420
2022年07月,新竹縣,709063448,227,0.0755,68599765,1909,0.0348,3712019,1305,0.0154,781375232
2022年07月,苗栗縣,433915579,142,0.0462,54518018,1409,0.0276,3990133,1384,0.0166,492423730
2022年07月,彰化縣,344140791,303,0.0366,195588347,15830,0.0992,17001141,7052,0.0708,556730279
2022年07月,南投縣,73595756,89,0.0078,32444866,1256,0.0165,1735303,786,0.0072,107775925
2022年07月,雲林縣,215964433,92,0.023,52212741,2505,0.0265,2282050,1139,0.0095,270459224
2022年07月,嘉義縣,62098684,77,0.0066,94169492,2127,0.0478,2402702,1207,0.01,158670878
2022年07月,屏東縣,72570656,119,0.0077,44753315,1815,0.0227,3241419,1168,0.0135,120565390
2022年07月,台東縣,8827232,2,0.0009,2516168,349,0.0013,321795,322,0.0013,11665195
2022年07月,花蓮縣,77077328,16,0.0082,10769813,604,0.0055,709233,438,0.003,88556374
2022年07月,基隆市,9377789,14,0.001,10625248,398,0.0054,586213,389,0.0024,20589250
2022年07月,新竹市,713277161,126,0.0759,34629332,1658,0.0176,1988548,880,0.0083,749895041
2022年07月,嘉義市,2625600,5,0.0003,4761592,565,0.0024,940280,651,0.0039,8327472
2022年07月,澎湖縣,1468000,1,0.0002,3196695,265,0.0016,198435,230,0.0008,4863130
2022年07月,金門縣,2273584,3,0.0002,1703208,284,0.0009,194706,221,0.0008,4171498
2022年07月,連江縣,0,0,0,788133,68,0.0004,37765,25,0.0002,825898
2022年07月,合計,9396963188,3600,1,1971820408,87669,1,240295637,73179,1,11609079233
2022年06月,新北市,255149243,195,0.0278,231824766,14984,0.1249,41204020,13479,0.2118,528178029
2022年06月,台北市,21860220,25,0.0024,20614593,1853,0.0111,7101458,4024,0.0365,49576271
2022年06月,桃園市,1377328697,735,0.1502,288426811,8051,0.1554,20243227,5307,0.104,1685998735
2022年06月,台中市,1500578344,399,0.1637,276914376,12504,0.1492,56056272,14554,0.2881,1833548992
2022年06月,台南市,1920820454,423,0.2095,219743946,11336,0.1184,12003375,5368,0.0617,2152567775
2022年06月,高雄市,1381928843,538,0.1507,217261869,6563,0.1171,22822525,7072,0.1173,1622013237
2022年06月,宜蘭縣,102494573,62,0.0112,28778624,1248,0.0155,1355787,1194,0.007,132628984
2022年06月,新竹縣,679925266,227,0.0742,63432080,1901,0.0342,2819601,1206,0.0145,746176947
2022年06月,苗栗縣,411902595,141,0.0449,49484322,1401,0.0267,2566618,1046,0.0132,463953535
2022年06月,彰化縣,329781705,303,0.036,187847885,15824,0.1012,14210627,6927,0.073,531840217
2022年06月,南投縣,71186116,89,0.0078,30572807,1254,0.0165,2233629,1056,0.0115,103992552
2022年06月,雲林縣,211775875,90,0.0231,48409685,2489,0.0261,2089225,1122,0.0107,262274785
2022年06月,嘉義縣,58416612,77,0.0064,86461185,2118,0.0466,2530938,1111,0.013,147408735
2022年06月,屏東縣,69236988,119,0.0076,42216825,1800,0.0227,2386415,1148,0.0123,113840228
2022年06月,台東縣,8251776,2,0.0009,2277535,349,0.0012,279055,333,0.0014,10808366
2022年06月,花蓮縣,75283296,16,0.0082,9670288,600,0.0052,505699,458,0.0026,85459283
2022年06月,基隆市,8868843,14,0.001,9382769,396,0.0051,681151,438,0.0035,18932763
2022年06月,新竹市,677167549,126,0.0739,32939733,1656,0.0177,2167310,869,0.0111,712274592
2022年06月,嘉義市,2557000,5,0.0003,4572211,564,0.0025,984590,622,0.0051,8113801
2022年06月,澎湖縣,1386400,1,0.0002,2891219,264,0.0016,140536,220,0.0007,4418155
2022年06月,金門縣,1986308,3,0.0002,1573336,283,0.0008,128563,185,0.0007,3688207
2022年06月,連江縣,0,0,0,723347,67,0.0004,46988,25,0.0002,770335
2022年06月,合計,9167886703,3590,1,1856020212,87505,1,194557609,67764,1,11218464524
2022年05月,新北市,240506880,193,0.0259,224390072,14986,0.121,43074588,14714,0.2191,507971540
2022年05月,台北市,18878320,24,0.002,18210341,1841,0.0098,12760836,6058,0.0649,49849497
2022年05月,桃園市,1363846051,737,0.1467,277413708,8023,0.1496,21501642,5840,0.1093,1662761401
2022年05月,台中市,1556983773,403,0.1674,265440162,12483,0.1431,58159905,16785,0.2958,1880583840
2022年05月,台南市,1895888144,422,0.2039,212094999,11336,0.1144,9933269,4922,0.0505,2117916412
