日期,縣市,地方政府電力售電量(度),地方政府電力抄表戶數,地方政府電力用電佔比(%),地方政府電燈(營業)售電量(度),地方政府電燈(營業)抄表戶數,地方政府電燈(營業)用電佔比(%),地方政府電燈(非營業)售電量(度),地方政府電燈(非營業)抄表戶數,地方政府電燈(非營業)用電佔比(%),中央政府電力售電量(度),中央政府電力抄表戶數,中央政府電力用電佔比(%),中央政府電燈(營業)售電量(度),中央政府電燈(營業)抄表戶數,中央政府電燈(營業)用電佔比(%),中央政府電燈(非營業)售電量(度),中央政府電燈(非營業)抄表戶數,中央政府電燈(非營業)用電佔比(%),包燈售電量(度),包燈抄表戶數,包燈用電佔比(%),大專院校電力售電量(度),大專院校電力抄表戶數,大專院校電力用電佔比(%),大專院校電燈(營業)售電量(度),大專院校電燈(營業)抄表戶數,大專院校電燈(營業)用電佔比(%),大專院校電燈(非營業)售電量(度),大專院校電燈(非營業)抄表戶數,大專院校電燈(非營業)用電佔比(%),合計售電量(度)
2017年06月,桃園市,6974821,200,0.0548,3680,1,0.0047,2657507,343,0.0785,8491931,57,0.0659,0,0,0,300902,51,0.0717,15056707,12307,0.0883,23007060,25,0.1065,0,0,0,0,0,0,56492608
2017年06月,台中市,10069020,287,0.0791,80077,8,0.1031,4289047,473,0.1267,12914633,128,0.1002,4141,1,0.0445,334830,156,0.0798,18753539,20768,0.11,21191632,43,0.0981,3207,1,0.7044,143103,18,0.2877,67783229
2017年06月,台南市,6682471,235,0.0525,104762,41,0.1349,3144249,1331,0.0929,6660585,118,0.0517,6800,2,0.073,285988,119,0.0682,19127295,11674,0.1122,13513571,24,0.0625,0,0,0,494,2,0.001,49526215
2017年06月,高雄市,17528006,476,0.1377,54951,43,0.0707,2213322,473,0.0654,18577186,146,0.1442,19507,4,0.2095,314752,149,0.075,24917297,17895,0.1461,29650479,51,0.1372,0,0,0,600,3,0.0012,93276100
2017年06月,宜蘭縣,1469996,49,0.0116,89449,5,0.1151,1026134,186,0.0303,1898356,34,0.0147,0,0,0,142060,60,0.0339,5159635,4223,0.0303,2904520,7,0.0134,0,0,0,0,0,0,12690150
2017年06月,新竹縣,2312953,75,0.0182,16176,1,0.0208,943051,134,0.0279,1444190,25,0.0112,0,0,0,65455,14,0.0156,5632596,3810,0.033,2927880,9,0.0136,0,0,0,2563,1,0.0052,13344864
2017年06月,苗栗縣,1369483,58,0.0108,138312,17,0.178,1649958,744,0.0488,2101035,37,0.0163,0,0,0,91698,44,0.0219,5761107,4878,0.0338,2127084,5,0.0098,0,0,0,0,0,0,13238677
2017年06月,彰化縣,3113766,105,0.0245,34007,26,0.0438,3014287,668,0.0891,3192365,45,0.0248,0,0,0,220124,118,0.0525,13615911,9307,0.0798,4600640,10,0.0213,0,0,0,6400,1,0.0129,27797500
2017年06月,南投縣,1526869,67,0.012,8092,4,0.0104,1697978,241,0.0502,2718046,56,0.0211,5420,2,0.0582,357036,103,0.0851,4364650,4417,0.0256,1680124,3,0.0078,0,0,0,0,0,0,12358215
2017年06月,雲林縣,1274464,54,0.01,21458,20,0.0276,1640560,410,0.0485,1654953,39,0.0128,0,0,0,72180,70,0.0172,5931679,7138,0.0348,4807260,7,0.0223,0,0,0,23270,9,0.0468,15425824
2017年06月,嘉義縣,1194261,59,0.0094,3120,4,0.004,1099725,352,0.0325,742996,24,0.0058,0,0,0,39749,43,0.0095,5824419,3109,0.0342,6204760,9,0.0287,0,0,0,25600,1,0.0515,15134630
2017年06月,屏東縣,1223222,90,0.0096,16181,7,0.0208,1835649,423,0.0542,5562850,77,0.0432,2013,4,0.0216,150663,197,0.0359,7865124,4889,0.0461,5834440,13,0.027,0,0,0,8324,15,0.0167,22498466
2017年06月,台東縣,893181,56,0.007,9739,7,0.0125,890040,476,0.0263,2460769,55,0.0191,12348,3,0.1326,203964,122,0.0486,1577201,1281,0.0092,1369000,6,0.0063,0,0,0,10557,10,0.0212,7426799
2017年06月,花蓮縣,1018873,55,0.008,7547,2,0.0097,1168301,355,0.0345,2066692,50,0.016,2560,1,0.0275,236678,109,0.0564,5186943,3333,0.0304,4690417,10,0.0217,0,0,0,0,0,0,14378011
2017年06月,基隆市,1707528,71,0.0134,0,0,0,353381,92,0.0104,1832461,35,0.0142,3487,1,0.0374,14359,7,0.0034,1710900,1564,0.01,2522400,5,0.0117,0,0,0,0,0,0,8144516
2017年06月,新竹市,2688053,76,0.0211,19760,3,0.0254,313918,46,0.0093,2990602,45,0.0232,0,0,0,118886,17,0.0283,1827283,2255,0.0107,13943567,12,0.0645,0,0,0,0,0,0,21902069
2017年06月,嘉義市,1395484,33,0.011,6656,2,0.0086,578108,67,0.0171,1332018,24,0.0103,0,0,0,133154,81,0.0317,1870219,2033,0.011,2539240,10,0.0118,0,0,0,8252,8,0.0166,7863131
2017年06月,澎湖縣,837604,52,0.0066,11346,4,0.0146,426845,285,0.0126,1605236,37,0.0125,26980,13,0.2897,159587,112,0.038,1087881,833,0.0064,491400,3,0.0023,0,0,0,0,0,0,4646879
2017年06月,金門縣,1270997,62,0.01,42037,42,0.0541,570696,204,0.0169,910557,27,0.0071,2800,2,0.0301,73538,41,0.0175,776078,937,0.0046,602980,3,0.0028,0,0,0,0,0,0,4249683
2017年06月,連江縣,144720,9,0.0011,8509,5,0.011,166009,58,0.0049,209680,7,0.0016,5162,4,0.0554,64591,33,0.0154,224960,234,0.0013,0,0,0,0,0,0,0,0,0,823631
2017年06月,合計,127258797,3125,1,776860,259,1,33845167,8583,1,128848690,1364,1,93116,41,1,4194733,1852,1,170529647,164727,1,216044932,399,1,4553,3,1,497415,342,1,682093910
2017年05月,新北市,21953133,506,0.1913,35546,6,0.0444,1922499,699,0.056,8897736,90,0.076,4304,1,0.0282,222384,63,0.0567,12366112,22459,0.0713,16511184,32,0.0803,0,0,0,10400,1,0.0184,61923298
2017年05月,台北市,35132928,448,0.3061,53131,11,0.0663,1136635,352,0.0331,35747710,208,0.3054,8343,2,0.0546,863891,295,0.2204,12088862,25317,0.0697,50200240,112,0.2441,44554,4,0.8446,225206,207,0.3981,135501500
2017年05月,桃園市,6066895,201,0.0529,26582,4,0.0332,2438373,300,0.0711,7604575,57,0.065,7840,1,0.0513,205808,27,0.0525,15562124,12276,0.0898,20921692,25,0.1017,0,0,0,784,3,0.0014,52834673
2017年05月,台中市,9180794,287,0.08,103001,15,0.1286,4809285,491,0.1402,11908137,128,0.1017,3046,1,0.0199,167622,53,0.0428,18479265,20658,0.1066,21223134,43,0.1032,0,0,0,17411,4,0.0308,65891695
2017年05月,台南市,6070863,235,0.0529,37878,21,0.0473,3234957,1328,0.0943,6098904,116,0.0521,0,0,0,233053,204,0.0595,19744549,11667,0.1139,13486134,24,0.0656,0,0,0,12813,14,0.0227,48919151
2017年05月,高雄市,15797061,475,0.1377,40635,51,0.0507,3220190,684,0.0939,17141819,146,0.1465,52830,16,0.346,203411,123,0.0519,25156598,17835,0.1451,28638459,51,0.1393,8200,2,0.1554,48683,7,0.0861,90307886
2017年05月,宜蘭縣,1275777,49,0.0111,28199,8,0.0352,1190276,228,0.0347,1749067,36,0.0149,1894,1,0.0124,257384,121,0.0657,5147268,4211,0.0297,2766210,7,0.0135,0,0,0,1868,3,0.0033,12417943
2017年05月,新竹縣,1884254,75,0.0164,30985,2,0.0387,895989,159,0.0261,1090716,25,0.0093,0,0,0,2167,2,0.0006,5779716,3782,0.0333,2753660,9,0.0134,0,0,0,2471,2,0.0044,12439958
2017年05月,苗栗縣,1155978,58,0.0101,94455,9,0.1179,1728208,830,0.0504,1817573,36,0.0155,0,0,0,88562,107,0.0226,5965262,4893,0.0344,1450405,4,0.0071,0,0,0,88000,4,0.1556,12388443
2017年05月,彰化縣,2748166,105,0.0239,37151,8,0.0464,2710068,669,0.079,2855239,45,0.0244,0,0,0,184656,101,0.0471,14260155,9329,0.0823,4704020,10,0.0229,0,0,0,26300,7,0.0465,27525755
2017年05月,南投縣,1379941,67,0.012,3994,1,0.005,1032142,191,0.0301,2482648,56,0.0212,6617,1,0.0433,91991,45,0.0235,4527516,4416,0.0261,1712036,3,0.0083,0,0,0,0,0,0,11236885
2017年05月,雲林縣,1116090,53,0.0097,25473,16,0.0318,1930791,518,0.0563,1507060,38,0.0129,0,0,0,128799,71,0.0329,6048073,7124,0.0349,4568340,7,0.0222,0,0,0,167,1,0.0003,15324793
2017年05月,嘉義縣,1090216,59,0.0095,3530,3,0.0044,1923446,573,0.0561,710830,22,0.0061,25920,1,0.1698,63722,50,0.0163,5876056,3070,0.0339,5865576,9,0.0285,0,0,0,3107,2,0.0055,15562403
2017年05月,屏東縣,1128392,89,0.0098,22562,14,0.0282,2063102,513,0.0601,5415912,78,0.0463,160,2,0.001,137892,137,0.0352,8110994,4876,0.0468,6047667,13,0.0294,0,0,0,30322,7,0.0536,22957003
2017年05月,台東縣,788458,54,0.0069,14496,13,0.0181,965241,410,0.0281,2140952,55,0.0183,12111,4,0.0793,217563,133,0.0555,1520854,1284,0.0088,1328100,6,0.0065,0,0,0,18369,4,0.0325,7006144
2017年05月,花蓮縣,882015,55,0.0077,225533,25,0.2815,1259571,499,0.0367,1798260,50,0.0154,2720,1,0.0178,246599,176,0.0629,5228286,3319,0.0302,4410376,10,0.0214,0,0,0,6000,9,0.0106,14059360
2017年05月,基隆市,1469070,71,0.0128,0,0,0,294105,57,0.0086,1672661,35,0.0143,0,0,0,52645,19,0.0134,1728297,1571,0.01,2258600,5,0.011,0,0,0,47680,1,0.0843,7523058
2017年05月,新竹市,2386011,75,0.0208,11988,1,0.015,477628,77,0.0139,2719272,45,0.0232,302,2,0.002,114905,16,0.0293,1829889,2250,0.0106,13276320,12,0.0646,0,0,0,0,0,0,20816315
2017年05月,嘉義市,1276447,33,0.0111,0,0,0,367926,58,0.0107,1230489,24,0.0105,0,0,0,171625,37,0.0438,1858192,2021,0.0107,2459200,10,0.012,0,0,0,2345,2,0.0041,7366224
2017年05月,澎湖縣,778233,52,0.0068,3956,2,0.0049,158667,42,0.0046,1481138,37,0.0127,12296,3,0.0805,50590,48,0.0129,1089983,829,0.0063,462640,3,0.0022,0,0,0,22105,53,0.0391,4059608
2017年05月,金門縣,1072834,62,0.0093,0,0,0,307281,89,0.009,776069,28,0.0066,11391,6,0.0746,129809,51,0.0331,777118,935,0.0045,587160,3,0.0029,0,0,0,1657,2,0.0029,3663319
2017年05月,連江縣,127560,9,0.0011,2140,4,0.0027,242408,58,0.0071,189200,7,0.0016,2908,1,0.019,84280,29,0.0215,215070,224,0.0012,0,0,0,0,0,0,0,0,0,863566
2017年05月,合計,114761116,3118,1,801235,214,1,34308788,8825,1,117035967,1362,1,152682,43,1,3919358,1908,1,173360239,164346,1,205631153,398,1,52754,6,1,565688,333,1,650588980
2017年04月,新北市,17209996,506,0.1804,59005,9,0.0933,2471982,907,0.0886,7605781,91,0.0785,1774,3,0.0251,312151,121,0.0867,13373796,22480,0.0701,12984197,32,0.0777,0,0,0,6480,1,0.0102,54025162
2017年04月,台北市,30324642,448,0.3179,25299,6,0.04,914989,295,0.0328,30575807,208,0.3154,0,0,0,363322,85,0.1009,12913159,25257,0.0677,41207372,112,0.2466,1248,2,0.3262,454147,274,0.7119,116779985
2017年04月,桃園市,5117910,199,0.0537,3320,1,0.0052,2216395,343,0.0795,6518914,57,0.0672,0,0,0,297683,51,0.0827,16828275,12285,0.0882,17114900,25,0.1024,0,0,0,0,0,0,48097397
2017年04月,台中市,7617051,287,0.0799,70184,8,0.1109,3369636,473,0.1208,9753331,128,0.1006,5169,1,0.0732,299184,156,0.0831,20439233,20609,0.1072,17520956,43,0.1049,2578,1,0.6738,103186,18,0.1618,59180508
2017年04月,台南市,5177232,235,0.0543,71996,40,0.1138,2494780,1337,0.0894,4804903,118,0.0496,5880,2,0.0833,196246,118,0.0545,21715348,11677,0.1139,10330056,24,0.0618,0,0,0,507,2,0.0008,44796948
2017年04月,高雄市,12410729,475,0.1301,49687,42,0.0785,1743326,467,0.0625,14273694,148,0.1472,16312,4,0.2311,259623,154,0.0721,27420644,17821,0.1438,23239330,51,0.1391,0,0,0,699,3,0.0011,79414044
2017年04月,宜蘭縣,1088340,48,0.0114,65028,6,0.1028,906704,186,0.0325,1493920,36,0.0154,0,0,0,151795,60,0.0422,5617800,4197,0.0295,2332445,7,0.014,0,0,0,0,0,0,11656032
2017年04月,新竹縣,1620220,76,0.017,13090,1,0.0207,782190,134,0.028,492491,24,0.0051,0,0,0,52005,14,0.0144,6576858,3783,0.0345,2112500,9,0.0126,0,0,0,1882,1,0.003,11651236
2017年04月,苗栗縣,973312,58,0.0102,112513,17,0.1778,1504051,741,0.0539,1447452,37,0.0149,0,0,0,86342,45,0.024,6230001,4873,0.0327,1346700,5,0.0081,0,0,0,0,0,0,11700371
2017年04月,彰化縣,2157969,102,0.0226,27712,26,0.0438,2546638,666,0.0913,2049661,45,0.0211,0,0,0,176839,118,0.0491,16017669,9327,0.084,3637254,10,0.0218,0,0,0,5040,1,0.0079,26618782
2017年04月,南投縣,1130056,67,0.0118,7351,4,0.0116,1417643,241,0.0508,2051869,56,0.0212,634,1,0.009,309629,103,0.086,4882366,4417,0.0256,1479924,3,0.0089,0,0,0,0,0,0,11279472
2017年04月,雲林縣,851311,51,0.0089,20516,20,0.0324,1309889,409,0.047,1112965,38,0.0115,0,0,0,60699,70,0.0169,6972351,7099,0.0366,3801116,7,0.0227,0,0,0,19611,9,0.0307,14148458
2017年04月,嘉義縣,843347,59,0.0088,2960,4,0.0047,903342,352,0.0324,540510,22,0.0056,0,0,0,38760,43,0.0108,7302647,3101,0.0383,4533308,9,0.0271,0,0,0,27120,1,0.0425,14191994
2017年04月,屏東縣,903119,89,0.0095,13366,6,0.0211,1452297,422,0.0521,4284488,78,0.0442,540,4,0.0076,131944,197,0.0367,8839768,4875,0.0464,4933691,13,0.0295,0,0,0,5428,14,0.0085,20564641
2017年04月,台東縣,693955,52,0.0073,8599,7,0.0136,777157,476,0.0279,1883932,55,0.0194,11070,3,0.1568,173516,122,0.0482,1744788,1266,0.0091,1118880,6,0.0067,0,0,0,8635,10,0.0135,6420532
2017年04月,花蓮縣,777109,54,0.0081,6989,2,0.011,1021534,355,0.0366,1489836,53,0.0154,2520,1,0.0357,226249,109,0.0629,5650414,3321,0.0296,3685194,10,0.0221,0,0,0,0,0,0,12859845
2017年04月,基隆市,1332303,71,0.014,0,0,0,325743,93,0.0117,1307144,35,0.0135,3956,1,0.056,11307,7,0.0031,1860875,1565,0.0098,1868200,5,0.0112,0,0,0,0,0,0,6709528
2017年04月,新竹市,2472156,77,0.0259,18920,3,0.0299,250832,41,0.009,2185145,45,0.0225,0,0,0,83469,17,0.0232,1980543,2246,0.0104,11068160,12,0.0662,0,0,0,0,0,0,18059225
2017年04月,嘉義市,1049881,33,0.011,6189,2,0.0098,443894,66,0.0159,953861,24,0.0098,0,0,0,100538,81,0.0279,2040048,2021,0.0107,1939380,10,0.0116,0,0,0,5190,8,0.0081,6538981
2017年04月,澎湖縣,646700,52,0.0068,11231,4,0.0178,371910,285,0.0133,1249302,37,0.0129,15213,13,0.2155,129312,112,0.0359,1185974,833,0.0062,350360,3,0.0021,0,0,0,0,0,0,3960002
2017年04月,金門縣,869004,62,0.0091,33256,42,0.0526,493450,205,0.0177,699875,28,0.0072,2240,2,0.0317,70042,43,0.0195,858712,960,0.0045,479420,3,0.0029,0,0,0,0,0,0,3505999
2017年04月,連江縣,120920,9,0.0013,5514,5,0.0087,176707,58,0.0063,161520,7,0.0017,5288,4,0.0749,68902,33,0.0191,247530,234,0.0013,0,0,0,0,0,0,0,0,0,786381
2017年04月,合計,95387262,3110,1,632725,255,1,27895089,8552,1,96936401,1370,1,70596,39,1,3599557,1859,1,190698799,164247,1,167083343,399,1,3826,3,1,637925,342,1,582945523
2017年03月,新北市,16690434,505,0.1826,23907,5,0.0349,1654340,704,0.0599,7503169,91,0.0789,3246,1,0.0256,195304,63,0.0561,13368727,22457,0.0692,12272600,32,0.0777,0,0,0,8440,1,0.0193,51720167
2017年03月,台北市,29833817,449,0.3264,45271,9,0.0661,996029,353,0.036,29803323,208,0.3136,6858,2,0.054,791788,296,0.2274,13154052,25087,0.0681,39098336,112,0.2476,39567,4,0.909,202284,205,0.4622,113971325
2017年03月,桃園市,5107089,201,0.0559,15048,3,0.022,1938031,302,0.0701,6720070,57,0.0707,6800,1,0.0536,184442,28,0.053,17254332,12251,0.0894,16544060,25,0.1048,0,0,0,889,3,0.002,47770761
2017年03月,台中市,7262125,289,0.0795,82928,15,0.1211,3633812,492,0.1315,9037161,128,0.0951,2082,1,0.0164,136739,53,0.0393,20121808,20435,0.1042,16094924,43,0.1019,0,0,0,12639,4,0.0289,56384218
2017年03月,台南市,4912049,236,0.0537,29317,21,0.0428,2538863,1330,0.0919,4549807,115,0.0479,0,0,0,182793,205,0.0525,21461813,11674,0.1112,9831598,24,0.0623,0,0,0,10908,14,0.0249,43517148
2017年03月,高雄市,11566135,472,0.1265,38101,50,0.0556,2467717,677,0.0893,13360443,148,0.1406,43165,16,0.34,173704,122,0.0499,27714489,17774,0.1435,22132045,51,0.1402,3960,2,0.091,28873,7,0.066,77528632
2017年03月,宜蘭縣,1044372,48,0.0114,22523,8,0.0329,1029057,229,0.0372,1470578,36,0.0155,1620,1,0.0128,231623,121,0.0665,5617604,4184,0.0291,2396609,7,0.0152,0,0,0,1268,3,0.0029,11815254
2017年03月,新竹縣,1578551,76,0.0173,27896,2,0.0407,742462,159,0.0269,1074733,25,0.0113,0,0,0,1979,2,0.0006,6703416,3764,0.0347,1981800,9,0.0126,0,0,0,2439,2,0.0056,12113276
2017年03月,苗栗縣,915469,58,0.01,75343,9,0.11,1429502,818,0.0517,1395152,37,0.0147,0,0,0,86119,107,0.0247,6732034,4896,0.0349,1345600,5,0.0085,0,0,0,57760,4,0.132,12036979
2017年03月,彰化縣,2035787,102,0.0223,32979,8,0.0482,2289671,671,0.0829,2112971,45,0.0222,0,0,0,149506,101,0.0429,15775602,9303,0.0817,3307244,10,0.0209,0,0,0,18358,7,0.0419,25722118
2017年03月,南投縣,1009569,67,0.011,3120,1,0.0046,838153,191,0.0303,1990636,56,0.0209,7096,1,0.0559,99139,45,0.0285,5157285,4407,0.0267,1433423,3,0.0091,0,0,0,0,0,0,10538421
2017年03月,雲林縣,774464,52,0.0085,23397,16,0.0342,1529804,518,0.0554,1052217,38,0.0111,0,0,0,100121,71,0.0288,7426150,7050,0.0385,3470216,7,0.022,0,0,0,111,1,0.0003,14376480
2017年03月,嘉義縣,746583,58,0.0082,5419,3,0.0079,1535195,572,0.0556,527783,22,0.0056,21120,1,0.1663,55343,50,0.0159,7196740,3050,0.0373,4105248,9,0.026,0,0,0,3663,2,0.0084,14197094
2017年03月,屏東縣,813332,88,0.0089,20088,14,0.0293,1589242,510,0.0575,4653121,78,0.049,560,2,0.0044,125388,137,0.036,8916486,4855,0.0462,4707036,13,0.0298,0,0,0,27916,7,0.0638,20853169
2017年03月,台東縣,642542,52,0.007,11913,13,0.0174,816162,410,0.0295,1811308,55,0.0191,10823,4,0.0852,216577,133,0.0622,1702215,1272,0.0088,1070340,6,0.0068,0,0,0,12545,4,0.0287,6294425
2017年03月,花蓮縣,709277,54,0.0078,210716,25,0.3077,1065371,504,0.0386,1452516,52,0.0153,2400,1,0.0189,234817,178,0.0674,5710126,3319,0.0296,3484960,10,0.0221,0,0,0,5040,9,0.0115,12875223
2017年03月,基隆市,1313299,71,0.0144,0,0,0,254483,56,0.0092,1224833,35,0.0129,0,0,0,47401,19,0.0136,1875011,1570,0.0097,1803000,5,0.0114,0,0,0,20880,1,0.0477,6538907
2017年03月,新竹市,2017627,76,0.0221,11041,1,0.0161,396788,77,0.0144,2393250,45,0.0252,660,2,0.0052,101250,16,0.0291,1980822,2231,0.0103,10185340,12,0.0645,0,0,0,0,0,0,17086778
2017年03月,嘉義市,909458,33,0.01,0,0,0,277055,57,0.01,895870,24,0.0094,0,0,0,119747,37,0.0344,2944715,1951,0.0153,1810120,10,0.0115,0,0,0,2262,2,0.0052,6959227
2017年03月,澎湖縣,563374,52,0.0062,3577,2,0.0052,126911,42,0.0046,1165927,37,0.0123,7597,3,0.0598,46430,48,0.0133,1189446,829,0.0062,328760,3,0.0021,0,0,0,20439,53,0.0467,3452461
2017年03月,金門縣,830608,62,0.0091,0,0,0,260096,89,0.0094,664767,28,0.007,11088,6,0.0873,116818,51,0.0336,841835,971,0.0044,502880,3,0.0032,0,0,0,981,2,0.0022,3229073
2017年03月,連江縣,124400,9,0.0014,2243,4,0.0033,226028,58,0.0082,182400,7,0.0019,1855,1,0.0146,84392,29,0.0242,235312,224,0.0012,0,0,0,0,0,0,0,0,0,856630
2017年03月,合計,91400361,3110,1,684827,209,1,27634772,8819,1,95042035,1367,1,126970,43,1,3481420,1912,1,193080020,163554,1,157906139,399,1,43527,6,1,437695,331,1,569837766
2017年02月,新北市,13161134,505,0.1747,66270,9,0.1009,2451145,909,0.0893,6481635,91,0.0811,1812,3,0.0264,306957,121,0.0851,13236000,22416,0.068,8355140,32,0.0758,0,0,0,7360,1,0.009,44067453
2017年02月,台北市,25046854,447,0.3324,22297,6,0.034,918039,295,0.0334,25537408,208,0.3194,0,0,0,363815,85,0.1008,12890091,24988,0.0662,29378024,113,0.2666,1257,2,0.2522,638197,274,0.7809,94795982
2017年02月,桃園市,3951475,195,0.0524,3440,1,0.0052,2177189,343,0.0793,5393896,57,0.0675,0,0,0,307131,51,0.0851,17107545,12236,0.0879,12038100,25,0.1092,0,0,0,0,0,0,40978776
2017年02月,台中市,6048618,288,0.0803,62566,8,0.0953,3322697,476,0.121,7463892,128,0.0933,5911,1,0.0862,269264,156,0.0746,20365256,20368,0.1046,10943467,43,0.0993,2487,1,0.499,96456,18,0.118,48580614
2017年02月,台南市,4128579,236,0.0548,73602,38,0.1121,2473420,1341,0.0901,3582119,116,0.0448,4760,2,0.0694,210156,117,0.0582,21858874,11735,0.1123,5784958,24,0.0525,0,0,0,488,2,0.0006,38116956
2017年02月,高雄市,9249837,474,0.1227,53723,42,0.0818,1647291,466,0.06,11478788,149,0.1436,15992,4,0.2333,237516,157,0.0658,27582970,17781,0.1417,14131589,51,0.1282,1240,1,0.2488,629,3,0.0008,64399575
2017年02月,宜蘭縣,900261,48,0.0119,71930,6,0.1095,886574,186,0.0323,1243194,36,0.0155,0,0,0,143201,61,0.0397,5617564,4186,0.0289,1583168,7,0.0144,0,0,0,0,0,0,10445892
2017年02月,新竹縣,1271118,76,0.0169,13776,1,0.021,765841,134,0.0279,796731,25,0.01,0,0,0,48767,14,0.0135,6631504,3768,0.0341,1301280,9,0.0118,0,0,0,2401,1,0.0029,10831418
2017年02月,苗栗縣,794871,58,0.0105,123637,17,0.1883,1414257,724,0.0515,1192431,36,0.0149,0,0,0,77389,45,0.0214,6089873,4883,0.0313,1035100,5,0.0094,0,0,0,0,0,0,10727558
2017年02月,彰化縣,1747026,102,0.0232,29942,26,0.0456,2475448,667,0.0902,1787808,45,0.0224,0,0,0,180167,118,0.0499,17437120,9392,0.0896,2215663,10,0.0201,0,0,0,5040,1,0.0062,25878214
2017年02月,南投縣,899418,67,0.0119,7198,4,0.011,1402238,241,0.0511,1651305,56,0.0207,536,1,0.0078,306183,103,0.0848,5451530,4411,0.028,948133,3,0.0086,0,0,0,0,0,0,10666541
2017年02月,雲林縣,715922,52,0.0095,20235,19,0.0308,1295431,407,0.0472,868405,38,0.0109,0,0,0,60079,70,0.0166,7704315,7005,0.0396,2305484,7,0.0209,0,0,0,21344,9,0.0261,12991215
2017年02月,嘉義縣,698065,60,0.0093,2480,4,0.0038,903164,352,0.0329,441595,23,0.0055,0,0,0,35657,43,0.0099,7335631,3045,0.0377,2835808,9,0.0257,0,0,0,24000,1,0.0294,12276400
2017年02月,屏東縣,683591,88,0.0091,11601,6,0.0177,1425993,422,0.0519,3682067,77,0.046,672,4,0.0098,130526,197,0.0362,8824620,4852,0.0453,2963202,13,0.0269,0,0,0,6499,14,0.008,17728771
2017年02月,台東縣,599322,53,0.008,8617,7,0.0131,771903,477,0.0281,1544707,55,0.0193,10775,3,0.1572,175945,122,0.0488,1869845,1267,0.0096,733080,6,0.0067,0,0,0,9288,10,0.0114,5723482
2017年02月,花蓮縣,640861,54,0.0085,7623,2,0.0116,1023127,366,0.0373,1236426,52,0.0155,2400,1,0.035,230895,109,0.064,5613642,3268,0.0288,2652444,10,0.0241,0,0,0,0,0,0,11407418
2017年02月,基隆市,1074580,71,0.0143,0,0,0,323616,91,0.0118,1043981,35,0.0131,0,0,0,16754,8,0.0046,1840862,1562,0.0095,1324800,5,0.012,0,0,0,0,0,0,5624593
2017年02月,新竹市,1648546,76,0.0219,20520,3,0.0313,230013,39,0.0084,2064807,45,0.0258,0,0,0,92136,17,0.0255,1967419,2229,0.0101,7844260,12,0.0712,0,0,0,0,0,0,13867701
2017年02月,嘉義市,703990,33,0.0093,5909,2,0.009,437561,65,0.0159,704094,24,0.0088,0,0,0,100504,81,0.0278,2949620,1951,0.0152,1305960,10,0.0119,0,0,0,5602,8,0.0069,6213240
2017年02月,澎湖縣,522582,52,0.0069,10855,4,0.0165,360648,285,0.0131,1007971,37,0.0126,14654,13,0.2138,135631,112,0.0376,1182051,834,0.0061,206000,3,0.0019,0,0,0,0,0,0,3440392
2017年02月,金門縣,752435,62,0.01,34883,42,0.0531,490402,205,0.0179,602489,28,0.0075,2840,2,0.0414,79520,44,0.022,838131,984,0.0043,304700,3,0.0028,0,0,0,0,0,0,3105400
2017年02月,連江縣,116600,9,0.0015,5512,5,0.0084,259403,58,0.0094,156360,7,0.002,8201,4,0.1196,100921,33,0.028,253309,234,0.0013,0,0,0,0,0,0,0,0,0,900306
2017年02月,合計,75355685,3106,1,656616,252,1,27455400,8549,1,79962109,1368,1,68553,38,1,3609114,1864,1,194647772,163395,1,110190360,400,1,4984,4,1,817304,342,1,492767897
2017年01月,新北市,14824419,505,0.1755,28215,5,0.0384,1920375,704,0.0572,7113141,91,0.0805,3548,1,0.0229,228093,64,0.0578,15332414,22381,0.0664,10003600,32,0.0787,0,0,0,7680,1,0.0135,49461485
2017年01月,台北市,28373465,447,0.3359,46091,9,0.0628,1165133,353,0.0347,28546127,208,0.3232,7886,2,0.051,903393,293,0.229,15111636,24875,0.0655,34026817,113,0.2678,45205,4,0.887,222329,205,0.39,108448082
2017年01月,桃園市,4460726,195,0.0528,16352,3,0.0223,2415207,302,0.072,5801822,56,0.0657,6560,1,0.0424,190308,28,0.0482,19986894,12191,0.0866,13267701,25,0.1044,0,0,0,885,3,0.0016,46146455
2017年01月,台中市,6716965,288,0.0795,94144,15,0.1282,4661874,494,0.1389,8209774,128,0.093,2769,1,0.0179,155032,53,0.0393,25256888,20207,0.1094,12648045,43,0.0996,0,0,0,16894,4,0.0296,57762385
2017年01月,台南市,4557389,236,0.054,32712,21,0.0446,3080769,1334,0.0918,3963746,117,0.0449,0,0,0,206335,205,0.0523,25789852,11712,0.1117,6850071,24,0.0539,0,0,0,11226,14,0.0197,44492100
2017年01月,高雄市,10321782,474,0.1222,34839,51,0.0475,3059960,679,0.0912,12589119,150,0.1425,57626,16,0.3726,256368,122,0.065,32227250,17709,0.1396,16334502,51,0.1286,5760,2,0.113,42411,7,0.0744,74929617
2017年01月,宜蘭縣,1021050,48,0.0121,22432,8,0.0306,1193365,230,0.0356,1324306,36,0.015,1806,1,0.0117,254121,121,0.0644,6502118,4160,0.0282,1852310,7,0.0146,0,0,0,1627,3,0.0029,12173135
2017年01月,新竹縣,1433932,76,0.017,31051,2,0.0423,898149,159,0.0268,874644,25,0.0099,0,0,0,2011,2,0.0005,7817721,3741,0.0339,1508980,9,0.0119,0,0,0,2116,2,0.0037,12568604
