日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2020年08月,高雄市,552150663,0.2119,498468599,0.1913,21248787,0.0082,1533787207,0.5886,2605655256,0.1251
2020年08月,宜蘭縣,109654762,0.3199,80725287,0.2355,7447010,0.0217,144964033,0.4229,342791092,0.0165
2020年08月,新竹縣,153283821,0.1676,95800140,0.1048,2350011,0.0026,663068782,0.7251,914502754,0.0439
2020年08月,苗栗縣,115878892,0.1807,69600975,0.1085,3401098,0.0053,452388564,0.7055,641269529,0.0308
2020年08月,彰化縣,269874651,0.2561,192214294,0.1824,50751940,0.0482,541131554,0.5134,1053972439,0.0506
2020年08月,南投縣,97851252,0.3576,62909649,0.2299,9346166,0.0342,103520790,0.3783,273627857,0.0131
2020年08月,雲林縣,145313761,0.2766,78050755,0.1486,40557166,0.0772,261349824,0.4976,525271506,0.0252
2020年08月,嘉義縣,92213181,0.3496,49341851,0.1871,26879871,0.1019,95326959,0.3614,263761862,0.0127
2020年08月,屏東縣,166261784,0.375,102811501,0.2319,65563970,0.1479,108731501,0.2452,443368756,0.0213
2020年08月,台東縣,48705237,0.475,40350265,0.3935,2783910,0.0272,10693191,0.1043,102532603,0.0049
2020年08月,花蓮縣,78977103,0.3423,72466452,0.3141,2813930,0.0122,76470587,0.3314,230728072,0.0111
2020年08月,基隆市,88663104,0.5508,51504567,0.32,16990,0.0001,20788386,0.1291,160973047,0.0077
2020年08月,新竹市,114361708,0.1175,117601749,0.1208,1047920,0.0011,740334690,0.7606,973346067,0.0467
2020年08月,嘉義市,60147978,0.502,50527056,0.4217,696860,0.0058,8448730,0.0705,119820624,0.0058
2020年08月,澎湖縣,19497092,0.4343,20077904,0.4472,466871,0.0104,4853024,0.1081,44894891,0.0022
2020年08月,金門縣,12564660,0.4302,12132575,0.4154,311450,0.0107,4195352,0.1437,29204037,0.0014
2020年08月,連江縣,2753940,0.3619,4032621,0.5299,10336,0.0014,813500,0.1069,7610397,0.0004
2020年08月,合計,5520782368,0.2651,4306795484,0.2068,302041582,0.0145,10697065752,0.5136,20826685186,1
2020年07月,新北市,942896546,0.4384,635751458,0.2956,2883912,0.0013,569364825,0.2647,2150896741,0.103
2020年07月,台北市,616958564,0.3725,969311390,0.5852,1672812,0.001,68369910,0.0413,1656312676,0.0793
2020年07月,桃園市,444560215,0.1782,434052774,0.174,5456049,0.0022,1610316748,0.6456,2494385786,0.1195
2020年07月,台中市,647324929,0.2122,558105739,0.1829,16549856,0.0054,1828781188,0.5995,3050761712,0.1461
2020年07月,台南市,423850782,0.1593,303911301,0.1142,43446022,0.0163,1889870859,0.7102,2661078964,0.1275
2020年07月,高雄市,700504491,0.2567,536485810,0.1966,23479928,0.0086,1468453865,0.5381,2728924094,0.1307
2020年07月,宜蘭縣,92251681,0.2779,87119097,0.2625,8553856,0.0258,144004013,0.4338,331928647,0.0159
2020年07月,新竹縣,120029707,0.1342,94284724,0.1054,2674781,0.003,677191207,0.7573,894180419,0.0428
2020年07月,苗栗縣,119411684,0.1846,73871227,0.1142,3875927,0.006,449697346,0.6952,646856184,0.031
2020年07月,彰化縣,249787732,0.2396,192903519,0.185,54313878,0.0521,545535242,0.5233,1042540371,0.0499
2020年07月,南投縣,76492866,0.302,61833478,0.2441,10782259,0.0426,104167399,0.4113,253276002,0.0121
2020年07月,雲林縣,143175010,0.266,87254554,0.1621,45057289,0.0837,262665134,0.4881,538151987,0.0258
2020年07月,嘉義縣,98166028,0.3477,53575299,0.1898,29501902,0.1045,101070075,0.358,282313304,0.0135
2020年07月,屏東縣,182281902,0.3755,113587905,0.234,74673712,0.1538,114928906,0.2367,485472425,0.0233
2020年07月,台東縣,39968795,0.4196,41075051,0.4313,3123767,0.0328,11078455,0.1163,95246068,0.0046
2020年07月,花蓮縣,64617473,0.2871,75927892,0.3374,3029864,0.0135,81477623,0.362,225052852,0.0108
2020年07月,基隆市,67627164,0.473,53973707,0.3775,12033,0.0001,21375176,0.1495,142988080,0.0068
2020年07月,新竹市,116489543,0.1185,124491318,0.1266,1091010,0.0011,741339574,0.7538,983411445,0.0471
2020年07月,嘉義市,58156431,0.4707,55990754,0.4531,728707,0.0059,8684721,0.0703,123560613,0.0059
2020年07月,澎湖縣,20837414,0.4266,22578120,0.4623,488414,0.01,4937396,0.1011,48841344,0.0023
2020年07月,金門縣,12951234,0.4137,13570645,0.4334,358925,0.0115,4428106,0.1414,31308910,0.0015
2020年07月,連江縣,3145075,0.3941,4024018,0.5042,13041,0.0016,798451,0.1,7980585,0.0004
2020年07月,合計,5241485266,0.2511,4593679780,0.2201,331767944,0.0159,10708536219,0.513,20875469209,1
2020年06月,新北市,728250353,0.4141,524388893,0.2981,2367793,0.0013,503837156,0.2865,1758844195,0.0947
2020年06月,台北市,462474398,0.3423,836254965,0.6189,1536386,0.0011,50843223,0.0376,1351108972,0.0727
2020年06月,桃園市,445310658,0.1911,386456227,0.1658,4683283,0.002,1494014215,0.6411,2330464383,0.1254
2020年06月,台中市,531068219,0.1931,484504996,0.1761,15404725,0.0056,1719843805,0.6252,2750821746,0.1481
2020年06月,台南市,360532790,0.1477,280416344,0.1149,37505019,0.0154,1761933827,0.722,2440387980,0.1314
2020年06月,高雄市,456344483,0.1882,490231051,0.2022,20845625,0.0086,1456756998,0.6009,2424178157,0.1305
2020年06月,宜蘭縣,79553179,0.2731,69969637,0.2402,6846268,0.0235,134886423,0.4631,291255507,0.0157
2020年06月,新竹縣,111648658,0.133,86860144,0.1035,1989786,0.0024,638936822,0.7612,839435410,0.0452
2020年06月,苗栗縣,84476294,0.1477,62811180,0.1098,3158639,0.0055,421675425,0.737,572121538,0.0308
2020年06月,彰化縣,215473194,0.2316,182974127,0.1967,45148155,0.0485,486635519,0.5231,930230995,0.0501
2020年06月,南投縣,86494484,0.3452,58790499,0.2347,8662813,0.0346,96592995,0.3855,250540790,0.0135
2020年06月,雲林縣,127289434,0.2645,71720139,0.149,38283263,0.0795,243959618,0.5069,481252454,0.0259
2020年06月,嘉義縣,80400451,0.3337,46909906,0.1947,25816215,0.1071,87809187,0.3645,240935759,0.013
2020年06月,屏東縣,149550854,0.3541,101553239,0.2405,65699431,0.1556,105515236,0.2498,422318760,0.0227
2020年06月,台東縣,38389698,0.4437,34924283,0.4037,2555521,0.0295,10646675,0.1231,86516177,0.0047
2020年06月,花蓮縣,59361265,0.2835,65406828,0.3124,2268550,0.0108,82362567,0.3933,209399210,0.0113
2020年06月,基隆市,63909887,0.4895,46912594,0.3593,11647,0.0001,19725812,0.1511,130559940,0.007
2020年06月,新竹市,82452794,0.092,110376494,0.1232,906448,0.001,702392328,0.7838,896128064,0.0482
2020年06月,嘉義市,48177569,0.4606,47649211,0.4555,644776,0.0062,8133142,0.0778,104604698,0.0056
2020年06月,澎湖縣,14965945,0.4137,16430960,0.4542,403923,0.0112,4371882,0.1209,36172710,0.0019
2020年06月,金門縣,8982875,0.3735,10688198,0.4444,268210,0.0112,4109421,0.1709,24048704,0.0013
2020年06月,連江縣,1961884,0.3335,3226928,0.5486,8840,0.0015,684761,0.1164,5882413,0.0003
2020年06月,合計,4237069366,0.2281,4019456843,0.2164,285015316,0.0153,10035667037,0.5402,18577208562,1
2020年05月,新北市,612966618,0.3836,486060765,0.3042,2306523,0.0014,496449639,0.3107,1597783545,0.0907
2020年05月,台北市,398132374,0.3253,769519607,0.6287,1439011,0.0012,54888987,0.0448,1223979979,0.0695
2020年05月,桃園市,321047038,0.1495,340944382,0.1588,3969040,0.0018,1481421015,0.6899,2147381475,0.1219
2020年05月,台中市,444598310,0.1682,451191348,0.1707,14605380,0.0055,1733510913,0.6557,2643905951,0.15
2020年05月,台南市,290415507,0.1245,252908516,0.1084,33791667,0.0145,1756089750,0.7527,2333205440,0.1324
2020年05月,高雄市,478162772,0.1954,460782721,0.1883,20915220,0.0085,1487745156,0.6078,2447605869,0.1389
2020年05月,宜蘭縣,64440266,0.2386,65516944,0.2426,5905613,0.0219,134226244,0.497,270089067,0.0153
2020年05月,新竹縣,83761089,0.1054,73188716,0.0921,1900447,0.0024,635936126,0.8001,794786378,0.0451
2020年05月,苗栗縣,78808652,0.1359,58755738,0.1014,2616259,0.0045,439523913,0.7582,579704562,0.0329
2020年05月,彰化縣,183143753,0.2115,164615604,0.1901,38722369,0.0447,479275568,0.5536,865757294,0.0491
2020年05月,南投縣,61541764,0.2827,50383834,0.2315,8897800,0.0409,96833270,0.4449,217656668,0.0124
2020年05月,雲林縣,109169371,0.2387,71097904,0.1555,33747446,0.0738,243245416,0.532,457260137,0.0259
2020年05月,嘉義縣,72663621,0.3202,45604106,0.2009,23458632,0.1034,85234218,0.3755,226960577,0.0129
2020年05月,屏東縣,134906698,0.3382,94996430,0.2381,64246347,0.1611,104766677,0.2626,398916152,0.0226
2020年05月,台東縣,29271175,0.4093,30231528,0.4227,2322369,0.0325,9692453,0.1355,71517525,0.0041
2020年05月,花蓮縣,46691646,0.2393,59526186,0.3051,2065710,0.0106,86846409,0.4451,195129951,0.0111
2020年05月,基隆市,47551181,0.4393,41546231,0.3838,8922,0.0001,19129866,0.1767,108236200,0.0061
2020年05月,新竹市,75783408,0.0857,101072252,0.1143,835181,0.0009,706461386,0.799,884152227,0.0502
2020年05月,嘉義市,39734499,0.4264,44895886,0.4818,570421,0.0061,7981558,0.0857,93182364,0.0053
2020年05月,澎湖縣,14205535,0.3988,16612594,0.4664,360525,0.0101,4439758,0.1246,35618412,0.002
2020年05月,金門縣,9999153,0.4125,10248763,0.4228,269437,0.0111,3723257,0.1536,24240610,0.0014
2020年05月,連江縣,2431346,0.4117,2772658,0.4695,5899,0.001,695496,0.1178,5905399,0.0003
2020年05月,合計,3599425776,0.2042,3692472713,0.2095,262960218,0.0149,10068117075,0.5713,17622975782,1
2020年04月,新北市,583412684,0.398,410926574,0.2804,2149325,0.0015,469188478,0.3201,1465677061,0.0893
2020年04月,台北市,357907072,0.3424,643542166,0.6156,1120700,0.0011,42736484,0.0409,1045306422,0.0637
2020年04月,桃園市,372936424,0.1756,305185286,0.1437,3870499,0.0018,1442246999,0.6789,2124239208,0.1294
2020年04月,台中市,417699550,0.1699,392546022,0.1597,13227146,0.0054,1634322630,0.665,2457795348,0.1497
2020年04月,台南市,273423119,0.1246,225747855,0.1029,32284842,0.0147,1662254162,0.7577,2193709978,0.1336
2020年04月,高雄市,340146557,0.1517,409407566,0.1826,20625248,0.0092,1471393465,0.6564,2241572836,0.1366
2020年04月,宜蘭縣,66340101,0.2713,55457885,0.2268,5334777,0.0218,117424787,0.4802,244557550,0.0149
2020年04月,新竹縣,91282825,0.1226,68457147,0.0919,1567068,0.0021,583459849,0.7834,744766889,0.0454
2020年04月,苗栗縣,66833745,0.1272,50861785,0.0968,2505120,0.0048,405183734,0.7712,525384384,0.032
2020年04月,彰化縣,174170601,0.207,156616595,0.1861,37644125,0.0447,472935572,0.5621,841366893,0.0513
2020年04月,南投縣,72297977,0.3298,48933583,0.2233,8069734,0.0368,89883974,0.4101,219185268,0.0134
2020年04月,雲林縣,100105069,0.234,62040869,0.145,31338761,0.0733,234290147,0.5477,427774846,0.0261
2020年04月,嘉義縣,62762008,0.286,38790151,0.1768,20975885,0.0956,96899524,0.4416,219427568,0.0134
2020年04月,屏東縣,110466404,0.3073,84411363,0.2348,63181636,0.1757,101449667,0.2822,359509070,0.0219
2020年04月,台東縣,31519478,0.4423,26846379,0.3768,2409152,0.0338,10481258,0.1471,71256267,0.0043
2020年04月,花蓮縣,50053368,0.2667,52403482,0.2792,2047005,0.0109,83186686,0.4432,187690541,0.0114
2020年04月,基隆市,54300674,0.5009,36446769,0.3362,11975,0.0001,17643753,0.1628,108403171,0.0066
2020年04月,新竹市,63750482,0.0796,85182313,0.1064,809965,0.001,650956398,0.813,800699158,0.0488
2020年04月,嘉義市,36609685,0.4453,37495113,0.456,562275,0.0068,7550877,0.0918,82217950,0.005
2020年04月,澎湖縣,12104112,0.4137,12693373,0.4339,361612,0.0124,4097043,0.14,29256140,0.0018
2020年04月,金門縣,8490273,0.4393,8133805,0.4208,295021,0.0153,2408326,0.1246,19327425,0.0012
2020年04月,連江縣,2001499,0.3741,2710436,0.5067,5373,0.001,632354,0.1182,5349662,0.0003
2020年04月,合計,3348613707,0.204,3214836517,0.1959,250397244,0.0153,9600626167,0.5849,16414473635,1
2020年03月,新北市,621147414,0.404,431583503,0.2807,2176410,0.0014,482690316,0.3139,1537597643,0.0894
2020年03月,台北市,395854023,0.3526,675198143,0.6015,1162382,0.001,50381133,0.0449,1122595681,0.0653
2020年03月,桃園市,339041050,0.1539,304211184,0.1381,3445987,0.0016,1555859549,0.7064,2202557770,0.1281
2020年03月,台中市,444668557,0.1722,393668244,0.1524,12885299,0.005,1731239752,0.6704,2582461852,0.1502
2020年03月,台南市,285045829,0.1269,218536059,0.0973,28645212,0.0128,1713304515,0.763,2245531615,0.1306
2020年03月,高雄市,445057009,0.184,402499029,0.1664,20038490,0.0083,1551066749,0.6413,2418661277,0.1407
2020年03月,宜蘭縣,67479437,0.253,59765693,0.2241,4630546,0.0174,134790574,0.5055,266666250,0.0155
2020年03月,新竹縣,87947517,0.1149,64021104,0.0836,1606759,0.0021,611833061,0.7994,765408441,0.0445
2020年03月,苗栗縣,81200720,0.1433,52198129,0.0921,2274736,0.004,430784267,0.7605,566457852,0.0329
2020年03月,彰化縣,185376969,0.2077,152449321,0.1708,33484306,0.0375,521003651,0.5839,892314247,0.0519
2020年03月,南投縣,65209763,0.3007,46318404,0.2136,7455427,0.0344,97859399,0.4513,216842993,0.0126
2020年03月,雲林縣,105521174,0.2356,63383693,0.1415,28330846,0.0633,250572541,0.5596,447808254,0.026
2020年03月,嘉義縣,73509641,0.3364,39491622,0.1807,19198858,0.0879,86297111,0.395,218497232,0.0127
2020年03月,屏東縣,127169279,0.3431,82925330,0.2238,57356179,0.1548,103159060,0.2783,370609848,0.0216
2020年03月,台東縣,29841411,0.4291,26771793,0.3849,2351208,0.0338,10586910,0.1522,69551322,0.004
2020年03月,花蓮縣,48089897,0.256,53821682,0.2865,1939091,0.0103,84025103,0.4472,187875773,0.0109
2020年03月,基隆市,50322532,0.4818,36398676,0.3485,9532,0.0001,17712912,0.1696,104443652,0.0061
2020年03月,新竹市,77154192,0.0928,87776401,0.1056,754179,0.0009,665321574,0.8006,831006346,0.0483
2020年03月,嘉義市,38978109,0.4601,38099053,0.4497,461278,0.0054,7187163,0.0848,84725603,0.0049
2020年03月,澎湖縣,14280888,0.4263,14722129,0.4395,315956,0.0094,4180048,0.1248,33499021,0.0019
2020年03月,金門縣,10889095,0.4774,9330141,0.4091,207650,0.0091,2381142,0.1044,22808028,0.0013
2020年03月,連江縣,2511689,0.4354,2620534,0.4543,4480,0.0008,631367,0.1095,5768070,0.0003
2020年03月,合計,3596296195,0.2092,3255789867,0.1894,228734811,0.0133,10112867897,0.5882,17193688770,1
2020年02月,新北市,611372532,0.4161,409072040,0.2784,2259159,0.0015,446593178,0.304,1469296909,0.0908
2020年02月,台北市,374776025,0.3568,632389689,0.602,1075740,0.001,42193358,0.0402,1050434812,0.0649
2020年02月,桃園市,394940316,0.1849,303582309,0.1422,3900798,0.0018,1433141936,0.6711,2135565359,0.132
2020年02月,台中市,435360297,0.1797,379215804,0.1565,12365046,0.0051,1595821402,0.6587,2422762549,0.1497
