日期,縣市,801 KW以上售電量(度),801 KW以上抄表戶數,801 KW以上用電佔比(%),小於等於800 KW售電量(度),小於等於800 KW抄表戶數,小於等於800 KW用電佔比(%),表燈營業用電售電量(度),表燈營業用電抄表戶數,表燈營業用電用電佔比(%),合計
2023年05月,新北市,123318784,167,0.0997,180193804,11520,0.1355,229676497,112022,0.1733,533189085
2023年05月,台北市,344357572,437,0.2784,238609343,13991,0.1795,191293435,95468,0.1443,774260350
2023年05月,桃園市,132489035,170,0.1071,104987409,5646,0.079,121842264,59156,0.0919,359318708
2023年05月,台中市,120671437,175,0.0976,173465127,11101,0.1305,191943599,96388,0.1448,486080163
2023年05月,台南市,66523110,79,0.0538,104955717,7836,0.0789,96210781,51271,0.0726,267689608
2023年05月,高雄市,163524626,183,0.1322,166905989,10609,0.1255,142196464,77766,0.1073,472627079
2023年05月,宜蘭縣,13489643,23,0.0109,27187317,1588,0.0204,29190570,17863,0.022,69867530
2023年05月,新竹縣,22889144,28,0.0185,30328519,2112,0.0228,32063798,14891,0.0242,85281461
2023年05月,苗栗縣,11347732,16,0.0092,20715249,1385,0.0156,26581250,15987,0.0201,58644231
2023年05月,彰化縣,83514144,19,0.0675,52485070,5692,0.0395,51132831,32390,0.0386,187132045
2023年05月,南投縣,7990664,18,0.0065,23716265,1727,0.0178,22491799,13596,0.017,54198728
2023年05月,雲林縣,11743240,19,0.0095,31304798,2605,0.0235,31638984,22334,0.0239,74687022
2023年05月,嘉義縣,13798791,11,0.0112,15640787,1445,0.0118,19324987,13459,0.0146,48764565
2023年05月,屏東縣,22934506,38,0.0185,42175884,3483,0.0317,38425887,23101,0.029,103536277
2023年05月,台東縣,6705900,11,0.0054,15297497,958,0.0115,11547576,7647,0.0087,33550973
2023年05月,花蓮縣,18437240,25,0.0149,20964055,1309,0.0158,21509900,12628,0.0162,60911195
2023年05月,基隆市,8731821,17,0.0071,18351396,1194,0.0138,14963856,8074,0.0113,42047073
2023年05月,新竹市,48789070,54,0.0394,27116671,1965,0.0204,25756685,12509,0.0194,101662426
2023年05月,嘉義市,10183860,17,0.0082,20161843,1248,0.0152,15782777,9742,0.0119,46128480
2023年05月,澎湖縣,3469400,6,0.0028,8431127,501,0.0063,6512170,4557,0.0049,18412697
2023年05月,金門縣,2045000,5,0.0017,4557225,528,0.0034,4062001,3111,0.0031,10664226
2023年05月,連江縣,0,0,0,1960679,192,0.0015,1079717,664,0.0008,3040396
2023年05月,合計,1236954719,1518,1,1329511771,88635,1,1325227828,704624,1,3891694318
2023年04月,新北市,105815295,166,0.09875651,158672943,11538,0.136618834,189005131,98794,0.161405998,453493369
2023年04月,台北市,296221585,442,0.276461074,207249928,13982,0.178444055,155459231,87762,0.132758578,658930744
2023年04月,桃園市,113554551,169,0.105979492,90795931,5642,0.078176115,117284901,60667,0.100158585,321635383
2023年04月,台中市,102271138,175,0.095448779,152613082,11098,0.131401239,172114866,91405,0.146982104,426999086
2023年04月,台南市,57235882,79,0.05341776,90909725,7832,0.078274092,88673786,49915,0.075725357,236819393
2023年04月,高雄市,144008702,185,0.134402091,144114514,10541,0.124083895,124746693,73833,0.106530783,412869909
2023年04月,宜蘭縣,11757016,23,0.010972723,24412761,1584,0.021019607,24871620,15487,0.021239787,61041397
2023年04月,新竹縣,19168564,27,0.017889857,27610239,2111,0.023772665,32995572,16929,0.028177453,79774375
2023年04月,苗栗縣,9526968,16,0.008891438,18152750,1384,0.015629681,24064980,14577,0.020550935,51744698
2023年04月,彰化縣,77960376,19,0.072759753,46801971,5684,0.040296919,51350741,35202,0.043852342,176113088
2023年04月,南投縣,6813588,17,0.006359063,20770532,1721,0.017883615,23334274,15174,0.019926929,50918394
2023年04月,雲林縣,10238292,19,0.00955531,27413207,2602,0.023603018,25511840,18447,0.02178652,63163339
2023年04月,嘉義縣,11303845,12,0.010549782,13278568,1435,0.011432967,17027308,12101,0.014540926,41609721
2023年04月,屏東縣,20079638,38,0.018740155,37183982,3484,0.032015744,35700162,21854,0.03048711,92963782
2023年04月,台東縣,5992800,11,0.005593029,13453902,954,0.011583931,10657117,8563,0.009100931,30103819
2023年04月,花蓮縣,16471431,25,0.015372646,18837158,1305,0.016218963,20196728,12386,0.017247537,55505317
2023年04月,基隆市,7524188,17,0.00702226,15887967,1194,0.013679683,13973951,7929,0.01193343,37386106
2023年04月,新竹市,41843103,54,0.03905181,23628963,1959,0.02034475,23053211,11326,0.019686908,88525277
2023年04月,嘉義市,8852888,16,0.008262325,16962530,1253,0.014604891,12872798,8755,0.010993071,38688216
2023年04月,澎湖縣,3126600,6,0.002918029,6963735,502,0.005995839,3977205,2968,0.003396441,14067540
2023年04月,金門縣,1710200,5,0.001596115,3890087,528,0.0033494,3016686,2623,0.00257618,8616973
2023年04月,連江縣,0,0,0,1823556,191,0.001570098,1103187,763,0.000942096,2926743
2023年04月,合計,1071476650,1521,1,1161428031,88524,1,1170991988,667460,1,3403896669
2023年03月,新北市,105528573,165,0.0988,154048531,11520,0.1378,211566442,111445,0.1731,471143546
2023年03月,台北市,305967875,443,0.2864,204926398,13999,0.1833,172403470,95561,0.141,683297743
2023年03月,桃園市,112516218,169,0.1053,89752447,5631,0.0803,114751200,58904,0.0939,317019865
2023年03月,台中市,99819781,173,0.0934,145885095,11066,0.1305,176571544,96073,0.1444,422276420
2023年03月,台南市,54478858,80,0.051,83938590,7806,0.0751,86763549,51027,0.071,225180997
2023年03月,高雄市,136777793,184,0.128,135731296,10534,0.1214,126026724,77638,0.1031,398535813
2023年03月,宜蘭縣,11391915,23,0.0107,23680396,1587,0.0212,28379303,17675,0.0232,63451614
2023年03月,新竹縣,19207120,27,0.018,26460066,2098,0.0237,30282472,14789,0.0248,75949658
2023年03月,苗栗縣,9315212,16,0.0087,17782640,1381,0.0159,26212819,15921,0.0214,53310671
2023年03月,彰化縣,80718169,20,0.0756,44290725,5680,0.0396,48678497,32201,0.0398,173687391
2023年03月,南投縣,6711656,17,0.0063,20181426,1710,0.0181,21722494,13462,0.0178,48615576
2023年03月,雲林縣,10043128,19,0.0094,25703998,2601,0.023,29408527,22288,0.0241,65155653
2023年03月,嘉義縣,10494959,12,0.0098,12613695,1418,0.0113,18518001,13413,0.0151,41626655
2023年03月,屏東縣,19777196,38,0.0185,35012900,3470,0.0313,35504227,22984,0.029,90294323
2023年03月,台東縣,5910000,11,0.0055,12965940,957,0.0116,10758100,7552,0.0088,29634040
2023年03月,花蓮縣,16401015,25,0.0154,18345285,1308,0.0164,21527699,12519,0.0176,56273999
2023年03月,基隆市,7501344,17,0.007,15779867,1198,0.0141,14413675,8049,0.0118,37694886
2023年03月,新竹市,42832566,55,0.0401,22730021,1956,0.0203,23977162,12503,0.0196,89539749
2023年03月,嘉義市,8509573,16,0.008,15905311,1252,0.0142,14169254,9759,0.0116,38584138
2023年03月,澎湖縣,2673000,6,0.0025,6504351,500,0.0058,5663001,4537,0.0046,14840352
2023年03月,金門縣,1707600,5,0.0016,3828228,527,0.0034,4039003,3109,0.0033,9574831
2023年03月,連江縣,0,0,0,1897809,192,0.0017,1078749,663,0.0009,2976558
2023年03月,合計,1068283551,1521,1,1117965015,88391,1,1222415912,702072,1,3408664478
2023年02月,新北市,86670946,170,0.102,150473334,11516,0.1407,202394935,98605,0.1613,439539215
2023年02月,台北市,201340647,445,0.2371,188353510,13994,0.1762,165515323,87843,0.1319,555209480
2023年02月,桃園市,96150623,171,0.1132,87168181,5622,0.0815,128507789,60326,0.1024,311826593
2023年02月,台中市,84605506,176,0.0996,143837572,11061,0.1345,182373079,91138,0.1454,410816157
2023年02月,台南市,45353768,81,0.0534,82283757,7824,0.077,94475820,49777,0.0753,222113345
2023年02月,高雄市,115931292,184,0.1365,130873015,10513,0.1224,132414070,73612,0.1055,379218377
2023年02月,宜蘭縣,9975937,22,0.0117,13312652,1592,0.0125,27672363,15239,0.0221,50960952
2023年02月,新竹縣,18146552,28,0.0214,26787697,2075,0.0251,35076008,16854,0.028,80010257
2023年02月,苗栗縣,7848844,16,0.0092,17382094,1377,0.0163,26357953,14505,0.021,51588891
2023年02月,彰化縣,70484288,20,0.083,44166075,5672,0.0413,55338769,35142,0.0441,169989132
2023年02月,南投縣,5923080,17,0.007,20057610,1711,0.0188,25668513,15018,0.0205,51649203
2023年02月,雲林縣,8950644,20,0.0105,25735966,2597,0.0241,27935891,18390,0.0223,62622501
2023年02月,嘉義縣,8378525,12,0.0099,12411636,1418,0.0116,18188197,12050,0.0145,38978358
2023年02月,屏東縣,16913469,39,0.0199,34856743,3471,0.0326,37542652,21696,0.0299,89312864
2023年02月,台東縣,5004000,11,0.0059,12717526,957,0.0119,11514231,8537,0.0092,29235757
2023年02月,花蓮縣,14041393,25,0.0165,17964290,1314,0.0168,21784641,12260,0.0174,53790324
2023年02月,基隆市,6176376,17,0.0073,11587948,1199,0.0108,15178801,7908,0.0121,32943125
2023年02月,新竹市,36267979,55,0.0427,22224290,1962,0.0208,24338224,11340,0.0194,82830493
2023年02月,嘉義市,7430888,16,0.0087,15229191,1252,0.0142,13811061,8787,0.011,36471140
2023年02月,澎湖縣,2312600,6,0.0027,5982208,500,0.0056,4107275,2899,0.0033,12402083
2023年02月,金門縣,1442200,5,0.0017,3764310,526,0.0035,3314485,2618,0.0026,8520995
2023年02月,連江縣,0,0,0,1928548,191,0.0018,1127880,766,0.0009,3056428
2023年02月,合計,849349557,1536,1,1069098153,88344,1,1254637960,665310,1,3173085670
2023年01月,新北市,94732770,175,0.0935,158002109,11491,0.1363,242225606,111180,0.1734,494960485
2023年01月,台北市,323565228,445,0.3194,206351734,13982,0.178,198994183,95622,0.1424,728911145
2023年01月,桃園市,102529673,172,0.1012,90253603,5608,0.0779,129705724,58640,0.0928,322489000
2023年01月,台中市,89895049,176,0.0887,152029389,11049,0.1311,203494499,95763,0.1457,445418937
2023年01月,台南市,48464672,81,0.0478,85738702,7808,0.074,100337921,50839,0.0718,234541295
2023年01月,高雄市,123017045,185,0.1214,137849877,10554,0.1189,147037619,77428,0.1053,407904541
2023年01月,宜蘭縣,10537439,21,0.0104,35766134,1590,0.0309,31121549,17509,0.0223,77425122
2023年01月,新竹縣,19136220,26,0.0189,27580714,2065,0.0238,34024652,14620,0.0244,80741586
2023年01月,苗栗縣,8597228,16,0.0085,17932120,1377,0.0155,28918385,15875,0.0207,55447733
2023年01月,彰化縣,76422683,20,0.0754,48086324,5676,0.0415,55867669,32114,0.04,180376676
2023年01月,南投縣,6098616,17,0.006,21036453,1714,0.0181,24405492,13423,0.0175,51540561
2023年01月,雲林縣,9433467,21,0.0093,26561625,2589,0.0229,33524634,22185,0.024,69519726
2023年01月,嘉義縣,9106560,13,0.009,13077388,1420,0.0113,20977340,13348,0.015,43161288
2023年01月,屏東縣,17371335,38,0.0171,36315486,3465,0.0313,39743716,22834,0.0284,93430537
2023年01月,台東縣,5297100,11,0.0052,13225583,957,0.0114,11837949,7504,0.0085,30360632
2023年01月,花蓮縣,15005591,25,0.0148,18626275,1316,0.0161,23393276,12349,0.0167,57025142
2023年01月,基隆市,6640388,17,0.0066,19226104,1196,0.0166,15984214,8072,0.0114,41850706
2023年01月,新竹市,35098847,55,0.0346,23132525,1959,0.02,27061514,12398,0.0194,85292886
2023年01月,嘉義市,7767800,16,0.0077,15933316,1251,0.0137,16388903,9775,0.0117,40090019
2023年01月,澎湖縣,2862600,6,0.0028,6541987,498,0.0056,6312088,4429,0.0045,15716675
2023年01月,金門縣,1545200,5,0.0015,3956275,524,0.0034,4433564,3076,0.0032,9935039
2023年01月,連江縣,0,0,0,1981784,190,0.0017,1219783,667,0.0009,3201567
2023年01月,合計,1013125511,1541,1,1159205507,88279,1,1397010280,699650,1,3569341298
2022年12月,新北市,104214131,177,0.0999,169887813,11460,0.1362,213117668,98312,0.1595,487219613
2022年12月,台北市,291716661,447,0.2797,222386451,13968,0.1783,182679805,87833,0.1367,696782918
2022年12月,桃園市,112532239,171,0.1079,96726246,5605,0.0776,131677678,60079,0.0986,340936163
2022年12月,台中市,96448683,175,0.0925,166950877,11040,0.1339,193566844,90796,0.1449,456966404
2022年12月,台南市,53400234,81,0.0512,96671138,7801,0.0775,104304966,49450,0.0781,254376338
2022年12月,高雄市,135848221,185,0.1302,152948199,10565,0.1226,144725073,73354,0.1083,433521493
2022年12月,宜蘭縣,11346420,21,0.0109,26154756,1588,0.021,25908401,15150,0.0194,63409577
2022年12月,新竹縣,20530204,26,0.0197,30979730,2061,0.0248,38257578,16697,0.0286,89767512
2022年12月,苗栗縣,9074668,16,0.0087,20083060,1378,0.0161,27171657,14478,0.0203,56329385
2022年12月,彰化縣,77931794,20,0.0747,51045558,5669,0.0409,58795704,35048,0.044,187773056
2022年12月,南投縣,6867456,17,0.0066,22633666,1709,0.0181,25135295,14962,0.0188,54636417
2022年12月,雲林縣,10086800,20,0.0097,28072222,2567,0.0225,29648543,18216,0.0222,67807565
2022年12月,嘉義縣,10576132,14,0.0101,14008394,1416,0.0112,19436468,11998,0.0145,44020995
2022年12月,屏東縣,18890746,38,0.0181,39436978,3466,0.0316,39950016,21601,0.0299,98277740
2022年12月,台東縣,5815700,11,0.0056,14240625,955,0.0114,11781747,8517,0.0088,31838072
2022年12月,花蓮縣,16130601,25,0.0155,20257588,1312,0.0162,22276122,12104,0.0167,58664311
2022年12月,基隆市,7205340,16,0.0069,17328417,1191,0.0139,15738626,7913,0.0118,40272383
2022年12月,新竹市,41401060,55,0.0397,26428442,1956,0.0212,27127803,11319,0.0203,94957305
2022年12月,嘉義市,8203423,16,0.0079,18135555,1252,0.0145,15288094,8779,0.0114,41627071
2022年12月,澎湖縣,3156600,6,0.003,6779283,499,0.0054,4721645,2888,0.0035,14657528
2022年12月,金門縣,1739600,5,0.0017,4163106,526,0.0033,3426591,2592,0.0026,9329297
2022年12月,連江縣,0,0,0,1866954,190,0.0015,1133734,774,0.0008,3000688
2022年12月,合計,1043116713,1542,1,1247185058,88174,1,1335870059,662860,1,3626171830
2022年11月,新北市,114885170,176,0.0996,176696089,11324,0.1354,261332876,110871,0.1726,552914135
2022年11月,台北市,325360037,449,0.2819,230577060,13962,0.1767,219285682,95523,0.1448,775222779
2022年11月,桃園市,122523722,171,0.1062,102434265,5596,0.0785,136752597,58227,0.0903,361710584
2022年11月,台中市,108730124,174,0.0942,171908006,11015,0.1317,221714954,95395,0.1464,502353084
2022年11月,台南市,61400914,81,0.0532,102952063,7798,0.0789,109850494,50529,0.0725,274203471
2022年11月,高雄市,153038865,185,0.1326,164505471,10463,0.1261,158229998,77152,0.1045,475774334
2022年11月,宜蘭縣,12427353,21,0.0108,26692021,1584,0.0205,32822448,17437,0.0217,71941822
2022年11月,新竹縣,22416220,26,0.0194,30891712,2051,0.0237,36430781,14451,0.0241,89738713
2022年11月,苗栗縣,10368096,16,0.009,20692874,1378,0.0159,30678351,15823,0.0203,61739321
2022年11月,彰化縣,78502820,20,0.068,53557380,5669,0.041,59208180,31849,0.0391,191268380
2022年11月,南投縣,7521836,17,0.0065,23491839,1711,0.018,24966704,13360,0.0165,55980379
2022年11月,雲林縣,10597953,19,0.0092,30294274,2589,0.0232,36185085,22071,0.0239,77077312
2022年11月,嘉義縣,12436843,13,0.0108,14967432,1414,0.0115,22304809,13317,0.0147,49709084
2022年11月,屏東縣,21214332,39,0.0184,41348112,3462,0.0317,42508055,22728,0.0281,105070499
2022年11月,台東縣,6216100,11,0.0054,14787501,956,0.0113,12717296,7457,0.0084,33720897
2022年11月,花蓮縣,17524222,25,0.0152,20809326,1310,0.0159,24480152,12295,0.0162,62813700
2022年11月,基隆市,8125080,17,0.007,17747017,1191,0.0136,22647473,8070,0.015,48519570
2022年11月,新竹市,46205340,55,0.04,27007443,1958,0.0207,30045198,12405,0.0198,103257981
2022年11月,嘉義市,9300024,16,0.0081,19778128,1250,0.0152,18195103,9763,0.012,47273255
2022年11月,澎湖縣,3358400,6,0.0029,7442137,499,0.0057,7727554,4425,0.0051,18528091
2022年11月,金門縣,1889200,5,0.0016,4410028,529,0.0034,5102163,3033,0.0034,11401391
2022年11月,連江縣,0,0,0,1824277,189,0.0014,1216635,667,0.0008,3040912
2022年11月,合計,1154042651,1542,1,1304814455,87898,1,1514402588,696848,1,3973259694
2022年10月,新北市,119964746,177,0.0993,199232847,11304,0.1353,269513026,97900,0.1667,588710619
2022年10月,台北市,339113511,451,0.2806,256476687,13972,0.1742,229076065,87815,0.1417,824666263
2022年10月,桃園市,130677912,170,0.1081,116306601,5583,0.079,165237077,59736,0.1022,412221590
2022年10月,台中市,114931361,174,0.0951,196031731,10985,0.1332,235732680,90232,0.1458,546695772
2022年10月,台南市,64440351,82,0.0533,115518384,7802,0.0785,119656724,49294,0.074,299615459
2022年10月,高雄市,161999961,186,0.1341,182062326,10659,0.1237,165351681,73084,0.1023,509413968
2022年10月,宜蘭縣,12955526,21,0.0107,30962243,1580,0.021,33562264,15065,0.0208,77480033
2022年10月,新竹縣,22461632,25,0.0186,35538005,2032,0.0241,45160264,16539,0.0279,103159901
2022年10月,苗栗縣,10882652,16,0.009,23150323,1373,0.0157,31382107,14423,0.0194,65415082
2022年10月,彰化縣,80764029,19,0.0668,62004393,5660,0.0421,70074911,34762,0.0433,212843333
2022年10月,南投縣,7965092,17,0.0066,26213502,1710,0.0178,29606298,14955,0.0183,63784892
2022年10月,雲林縣,11278424,19,0.0093,34919284,2597,0.0237,33444611,18114,0.0207,79642319
2022年10月,嘉義縣,13535094,13,0.0112,16623793,1365,0.0113,21125586,11983,0.0131,51284473
2022年10月,屏東縣,21398210,39,0.0177,45636452,3460,0.031,44767763,21497,0.0277,111802425
2022年10月,台東縣,6582000,11,0.0054,17234086,961,0.0117,14754338,8478,0.0091,38570424
2022年10月,花蓮縣,18496552,25,0.0153,24176467,1312,0.0164,25837248,12045,0.016,68510267
2022年10月,基隆市,8275080,17,0.0068,20097867,1194,0.0137,19791799,7891,0.0122,48164746
2022年10月,新竹市,47258103,54,0.0391,31037063,1957,0.0211,32423019,11273,0.0201,110718185
2022年10月,嘉義市,9924365,16,0.0082,22283638,1247,0.0151,18150340,8775,0.0112,50358343
2022年10月,澎湖縣,3279400,6,0.0027,9016632,497,0.0061,6232537,2866,0.0039,18528569
2022年10月,金門縣,2305152,6,0.0019,5192210,526,0.0035,4232132,2543,0.0026,11729494
2022年10月,連江縣,0,0,0,2270879,189,0.0015,1493699,767,0.0009,3764578
2022年10月,合計,1208489153,1544,1,1471985413,87965,1,1616606169,660037,1,4297080735
2022年09月,新北市,129232200,176,0.1019,228348076,11299,0.1386,343892635,110409,0.1839,701472911
2022年09月,台北市,362548902,452,0.286,292977293,13996,0.1778,293302027,95246,0.1569,948828222
2022年09月,桃園市,136117249,170,0.1074,134035544,5583,0.0814,179877466,57933,0.0962,450030259
2022年09月,台中市,120360708,174,0.0949,218915638,10955,0.1329,268393746,94999,0.1436,607670092
2022年09月,台南市,66658516,82,0.0526,124882019,7779,0.0758,123999291,50330,0.0663,315539826
2022年09月,高雄市,166002393,186,0.1309,194496800,10532,0.1181,180154827,76824,0.0964,540654020
2022年09月,宜蘭縣,13809281,21,0.0109,35715447,1578,0.0217,42079051,17344,0.0225,91603779
2022年09月,新竹縣,24431612,25,0.0193,39583340,2016,0.024,44701229,14376,0.0239,108716181
2022年09月,苗栗縣,11639788,16,0.0092,26239015,1371,0.0159,36706666,15758,0.0196,74585469
2022年09月,彰化縣,79381629,19,0.0626,70000698,5655,0.0425,69317281,31717,0.0371,218699608
2022年09月,南投縣,8167432,17,0.0064,28282995,1707,0.0172,27965010,13284,0.015,64415437
2022年09月,雲林縣,11638400,19,0.0092,37922982,2582,0.023,40908449,21973,0.0219,90469831
2022年09月,嘉義縣,14317044,13,0.0113,18385807,1367,0.0112,24565035,13274,0.0131,57267886
2022年09月,屏東縣,21792139,39,0.0172,48778787,3466,0.0296,47989545,22658,0.0257,118560471
2022年09月,台東縣,7069200,11,0.0056,19663014,960,0.0119,16111109,7408,0.0086,42843323
2022年09月,花蓮縣,19930146,25,0.0157,27518134,1307,0.0167,30118502,12204,0.0161,77566782
2022年09月,基隆市,8883400,17,0.007,22760107,1194,0.0138,22188531,8038,0.0119,53832038
2022年09月,新竹市,49085734,55,0.0387,35376958,1956,0.0215,38093286,12329,0.0204,122555978
2022年09月,嘉義市,10362012,16,0.0082,24175291,1247,0.0147,21489847,9728,0.0115,56027150
2022年09月,澎湖縣,3771400,6,0.003,10426206,498,0.0063,9865189,4419,0.0053,24062795
2022年09月,金門縣,2560200,6,0.002,6063028,526,0.0037,6218995,3013,0.0033,14842223
2022年09月,連江縣,0,0,0,2784909,189,0.0017,1708089,667,0.0009,4492998
2022年09月,合計,1267759385,1545,1,1647332088,87763,1,1869645806,693931,1,4784737279
2022年08月,新北市,141559259,178,0.1029,223603860,11273,0.1387,269646089,97527,0.1693,634809208
2022年08月,台北市,407174824,452,0.2959,295961255,14000,0.1836,228862474,87638,0.1437,931998553
2022年08月,桃園市,154201046,166,0.1121,135497391,5577,0.084,165924827,59328,0.1042,455623264
2022年08月,台中市,127463656,174,0.0926,208230401,10936,0.1291,229342743,89700,0.144,565036800
2022年08月,台南市,66972197,82,0.0487,120434778,7789,0.0747,115926072,48978,0.0728,303333047
2022年08月,高雄市,172086443,188,0.1251,187025358,10407,0.116,159499018,72726,0.1001,518610819
2022年08月,宜蘭縣,15916966,21,0.0116,36211546,1576,0.0225,33181878,14814,0.0208,85310390
2022年08月,新竹縣,28051112,26,0.0204,38228552,2012,0.0237,44703650,16547,0.0281,110983314
2022年08月,苗栗縣,12914348,16,0.0094,26262528,1367,0.0163,31085682,14388,0.0195,70262558
2022年08月,彰化縣,83391827,21,0.0606,66075260,5652,0.041,69031234,34617,0.0433,218498321
2022年08月,南投縣,8504900,17,0.0062,27510952,1706,0.0171,28398930,14874,0.0178,64414782
2022年08月,雲林縣,11895160,19,0.0086,36186343,2585,0.0224,32363796,17988,0.0203,80445299
2022年08月,嘉義縣,14233394,13,0.0103,17334469,1363,0.0108,20604037,11941,0.0129,52171900
2022年08月,屏東縣,22145294,38,0.0161,47059931,3466,0.0292,43740245,21399,0.0275,112945470
2022年08月,台東縣,7499800,11,0.0055,19706396,959,0.0122,14620065,8478,0.0092,41826261
2022年08月,花蓮縣,21504286,25,0.0156,27403587,1304,0.017,25504734,11928,0.016,74412607
2022年08月,基隆市,9634680,17,0.007,23027705,1195,0.0143,19587453,7870,0.0123,52249838
2022年08月,新竹市,53056696,55,0.0386,34420748,1958,0.0213,31809532,11286,0.02,119286976
2022年08月,嘉義市,11133900,16,0.0081,23084098,1247,0.0143,17636712,8734,0.0111,51854710
2022年08月,澎湖縣,3967000,6,0.0029,10390243,496,0.0064,6132614,2850,0.0038,20489857
2022年08月,金門縣,2654264,6,0.0019,5978148,526,0.0037,3823798,2520,0.0024,12456210
2022年08月,連江縣,0,0,0,2793716,190,0.0017,1513014,770,0.0009,4306730
2022年08月,合計,1375961052,1547,1,1612427265,87584,1,1592938597,656901,1,4581326914
2022年07月,新北市,139361993,178,0.1026,211598946,11264,0.1364,277759160,109791,0.1782,628720099
2022年07月,台北市,399703307,453,0.2943,279034956,13986,0.1799,232973467,95063,0.1495,911711730
2022年07月,桃園市,148880074,167,0.1096,128441157,5570,0.0828,145851752,57590,0.0936,423172983
2022年07月,台中市,127157380,176,0.0936,199783950,10928,0.1288,227630193,94622,0.1461,554571523
2022年07月,台南市,67049553,81,0.0494,119262314,7758,0.0769,110033224,50021,0.0706,296345091
2022年07月,高雄市,173156555,191,0.1275,185432649,10534,0.1195,161055119,76395,0.1033,519644323
2022年07月,宜蘭縣,15578789,21,0.0115,34025917,1577,0.0219,32964683,17244,0.0212,82569389
2022年07月,新竹縣,27626160,26,0.0203,36369661,2012,0.0234,36251614,14218,0.0233,100247435
2022年07月,苗栗縣,12423464,16,0.0091,25517936,1367,0.0165,30849320,15733,0.0198,68790720
2022年07月,彰化縣,82101841,21,0.0604,65262773,5654,0.0421,59851602,31521,0.0384,207216216
2022年07月,南投縣,8476360,17,0.0062,26259878,1709,0.0169,24196271,13231,0.0155,58932509
2022年07月,雲林縣,12403328,19,0.0091,35238404,2588,0.0227,35796740,21857,0.023,83438472
2022年07月,嘉義縣,14461857,13,0.0106,17039270,1366,0.011,21832588,13206,0.014,53333715
2022年07月,屏東縣,21644585,37,0.0159,47109914,3474,0.0304,41877468,22562,0.0269,110631967
2022年07月,台東縣,7671600,11,0.0056,18921278,956,0.0122,13078461,7363,0.0084,39671339
2022年07月,花蓮縣,21617832,25,0.0159,26118986,1300,0.0168,24298221,12135,0.0156,72035039
2022年07月,基隆市,9688860,17,0.0071,21878092,1194,0.0141,18034707,8004,0.0116,49601659
2022年07月,新竹市,51506970,56,0.0379,32857544,1958,0.0212,31110877,12243,0.02,115475391
2022年07月,嘉義市,11219363,16,0.0083,22725781,1252,0.0147,19035261,9697,0.0122,52980405
2022年07月,澎湖縣,3951600,6,0.0029,10148973,496,0.0065,8173233,4427,0.0052,22273806
2022年07月,金門縣,2543560,6,0.0019,5525734,522,0.0036,4496603,2986,0.0029,12565897
2022年07月,連江縣,0,0,0,2547092,190,0.0016,1318803,665,0.0008,3865895
2022年07月,合計,1358225031,1553,1,1551101205,87655,1,1558469367,690574,1,4467795603
2022年06月,新北市,127182356,179,0.1005,185229951,11251,0.1331,210614575,97115,0.1585,523026882
2022年06月,台北市,359743765,452,0.2842,248712112,13987,0.1788,172996548,87694,0.1302,781452425
2022年06月,桃園市,136941134,169,0.1082,112562321,5568,0.0809,130685544,59047,0.0984,380188999
2022年06月,台中市,119125167,177,0.0941,181932538,10915,0.1308,194867406,89469,0.1467,495925111
2022年06月,台南市,65546953,83,0.0518,109828150,7771,0.0789,101734874,48780,0.0766,277109977
2022年06月,高雄市,169018738,197,0.1335,172913069,10496,0.1243,145036809,72566,0.1092,486968616
2022年06月,宜蘭縣,13920042,21,0.011,28341539,1576,0.0204,27066864,14782,0.0204,69328445
2022年06月,新竹縣,25014552,27,0.0198,33036082,2006,0.0237,35939184,16419,0.027,93989817
2022年06月,苗栗縣,11970744,17,0.0095,22686210,1368,0.0163,26353788,14353,0.0198,61010742
2022年06月,彰化縣,79928517,21,0.0631,58488065,5639,0.042,58780837,34485,0.0442,197197419
2022年06月,南投縣,8661263,19,0.0068,23315617,1702,0.0168,26127322,14825,0.0197,58104202
2022年06月,雲林縣,12028331,20,0.0095,32304401,2595,0.0232,27411473,17919,0.0206,71744205
2022年06月,嘉義縣,14132094,13,0.0112,15533598,1394,0.0112,29083203,11872,0.0219,58748894
2022年06月,屏東縣,21077666,37,0.0167,42880258,3472,0.0308,39395849,21286,0.0296,103353773
2022年06月,台東縣,6867500,11,0.0054,16570014,959,0.0119,11486298,8445,0.0086,34923812
2022年06月,花蓮縣,19670912,25,0.0155,22276422,1297,0.016,21032904,11911,0.0158,62980238
2022年06月,基隆市,9175180,18,0.0072,19533964,1200,0.014,14888781,7848,0.0112,43597925
2022年06月,新竹市,49020569,56,0.0387,28842240,1955,0.0207,25538168,11211,0.0192,103400978
2022年06月,嘉義市,10361450,16,0.0082,20321550,1254,0.0146,20812041,8733,0.0157,51495042
2022年06月,澎湖縣,4104800,6,0.0032,9135687,496,0.0066,4682171,2827,0.0035,17922658
2022年06月,金門縣,2296328,6,0.0018,4623232,522,0.0033,3007433,2501,0.0023,9926993
2022年06月,連江縣,0,0,0,2189233,190,0.0016,1171178,769,0.0009,3360411
2022年06月,合計,1265788061,1570,1,1391256253,87613,1,1328713250,654857,1,3985757564
2022年05月,新北市,115554121,182,0.0983,164286307,11228,0.1327,217456173,109270,0.1736,497296601
2022年05月,台北市,329098851,456,0.28,215986864,13992,0.1745,180606330,95080,0.1442,725692045
